book_num,paragraph,spell,rob_sentiment,rob_score,rob_all_scores,rob_emotion,rob_emotion_score,all_emotion_scores,dis_rob_emotion,dis_rob_emotion_score,dis_all_emotion_scores,v_sentiment,v_sentiment_score,v_all_scores
5,chapter 24 sectumsempra exhaust delighted night work harry tell ron hermione everything happen next morning charm lesson first cast muffliato spell upon near they satisfyingly impressed way wheedle memory slughorn positively awed tell voldemort horcruxe dumbledore promise take harry along find another one wow say ron harry finally finish tell everything ron wave wand vaguely direction ceiling without pay slight bit attention,muffliato,positive,0.8792281,"{'positive': 0.8792281, 'neutral': 0.11676956, 'negative': 0.004002382}",neutral,0.8844,"[{'label': 'neutral', 'score': 0.8844395875930786}, {'label': 'joy', 'score': 0.04098590463399887}, {'label': 'excitement', 'score': 0.03369400277733803}, {'label': 'approval', 'score': 0.01794617250561714}, {'label': 'admiration', 'score': 0.010236231610178947}, {'label': 'amusement', 'score': 0.009946612641215324}, {'label': 'annoyance', 'score': 0.005450259428471327}, {'label': 'realization', 'score': 0.004134784918278456}, {'label': 'optimism', 'score': 0.003167287213727832}, {'label': 'love', 'score': 0.002164028584957123}, {'label': 'surprise', 'score': 0.002072707749903202}, {'label': 'disappointment', 'score': 0.0018664260860532522}, {'label': 'desire', 'score': 0.001757671358063817}, {'label': 'anger', 'score': 0.0016145802801474929}, {'label': 'gratitude', 'score': 0.001594778150320053}, {'label': 'pride', 'score': 0.0015293748583644629}, {'label': 'disapproval', 'score': 0.00140946835745126}, {'label': 'curiosity', 'score': 0.0013654103968292475}, {'label': 'disgust', 'score': 0.001353067927993834}, {'label': 'relief', 'score': 0.0012672715820372105}, {'label': 'confusion', 'score': 0.0012063196627423167}, {'label': 'fear', 'score': 0.0011477874359115958}, {'label': 'caring', 'score': 0.0010873771971091628}, {'label': 'sadness', 'score': 0.0009195493184961379}, {'label': 'embarrassment', 'score': 0.0006889028591103852}, {'label': 'nervousness', 'score': 0.00048569534556008875}, {'label': 'grief', 'score': 0.00033525683102197945}, {'label': 'remorse', 'score': 0.000256137311225757}]",joy,0.8129,"[{'label': 'joy', 'score': 0.8129454851150513}, {'label': 'surprise', 'score': 0.14162783324718475}, {'label': 'neutral', 'score': 0.03321871533989906}, {'label': 'sadness', 'score': 0.006419833283871412}, {'label': 'anger', 'score': 0.004134062211960554}, {'label': 'fear', 'score': 0.0011255863355472684}, {'label': 'disgust', 'score': 0.0005283929058350623}]",neutral,0.68,"{'negative': 0.028, 'neutral': 0.68, 'positive': 0.292, 'compound': 0.9617}"
5,typical say ron harry put book away notice corner page fold turning see sectumsempra spell caption for enemy mark week previously he still find mainly want test around hermione consider try mclaggen next time come behind unawares the person particularly pleased see katie bell back school dean thomas would long require fill place chaser,sectumsempra,neutral,0.78086936,"{'neutral': 0.78086936, 'negative': 0.12024077, 'positive': 0.09888983}",neutral,0.8778,"[{'label': 'neutral', 'score': 0.8778322339057922}, {'label': 'annoyance', 'score': 0.030555371195077896}, {'label': 'amusement', 'score': 0.018214883282780647}, {'label': 'embarrassment', 'score': 0.016831904649734497}, {'label': 'realization', 'score': 0.015437650494277477}, {'label': 'surprise', 'score': 0.010037584230303764}, {'label': 'disappointment', 'score': 0.00956503115594387}, {'label': 'disgust', 'score': 0.00835795234888792}, {'label': 'disapproval', 'score': 0.0061004552990198135}, {'label': 'joy', 'score': 0.005884975660592318}, {'label': 'anger', 'score': 0.0056943646632134914}, {'label': 'approval', 'score': 0.005534169729799032}, {'label': 'excitement', 'score': 0.004148132633417845}, {'label': 'fear', 'score': 0.0034811918158084154}, {'label': 'sadness', 'score': 0.0031611567828804255}, {'label': 'admiration', 'score': 0.002447120612487197}, {'label': 'optimism', 'score': 0.0015859402483329177}, {'label': 'remorse', 'score': 0.0013164638075977564}, {'label': 'pride', 'score': 0.0013057950418442488}, {'label': 'relief', 'score': 0.0012572638224810362}, {'label': 'confusion', 'score': 0.0011746024247258902}, {'label': 'curiosity', 'score': 0.0011132291983813047}, {'label': 'grief', 'score': 0.0010848199017345905}, {'label': 'gratitude', 'score': 0.001016015186905861}, {'label': 'caring', 'score': 0.000854356971103698}, {'label': 'nervousness', 'score': 0.0008526861201971769}, {'label': 'love', 'score': 0.0007543661049567163}, {'label': 'desire', 'score': 0.000673738366458565}]",joy,0.925,"[{'label': 'joy', 'score': 0.9249520301818848}, {'label': 'surprise', 'score': 0.04138997569680214}, {'label': 'neutral', 'score': 0.01799001172184944}, {'label': 'sadness', 'score': 0.011602569371461868}, {'label': 'anger', 'score': 0.0030427982565015554}, {'label': 'fear', 'score': 0.000574998848605901}, {'label': 'disgust', 'score': 0.0004477300972212106}]",neutral,0.865,"{'negative': 0.059, 'neutral': 0.865, 'positive': 0.076, 'compound': -0.0018}"
5,malfoy wheel around draw wand instinctively harry pull malfoy hex miss harry inch shatter lamp wall beside harry throw sideways think levicorpus flick wand malfoy block jinx raise wand another no,levicorpus,neutral,0.80413324,"{'neutral': 0.80413324, 'negative': 0.15671475, 'positive': 0.039151937}",neutral,0.9431,"[{'label': 'neutral', 'score': 0.9431002736091614}, {'label': 'disapproval', 'score': 0.0404839962720871}, {'label': 'annoyance', 'score': 0.013941274024546146}, {'label': 'approval', 'score': 0.010489309206604958}, {'label': 'realization', 'score': 0.006018177140504122}, {'label': 'disappointment', 'score': 0.005511471536010504}, {'label': 'confusion', 'score': 0.005133957602083683}, {'label': 'anger', 'score': 0.0034567727707326412}, {'label': 'disgust', 'score': 0.0031967756804078817}, {'label': 'amusement', 'score': 0.0023582803551107645}, {'label': 'sadness', 'score': 0.0017486104043200612}, {'label': 'curiosity', 'score': 0.0017230206867679954}, {'label': 'admiration', 'score': 0.0016194122144952416}, {'label': 'optimism', 'score': 0.001431203680112958}, {'label': 'fear', 'score': 0.0011991852661594748}, {'label': 'surprise', 'score': 0.0010518287308514118}, {'label': 'embarrassment', 'score': 0.0009615597082301974}, {'label': 'excitement', 'score': 0.0008882655529305339}, {'label': 'joy', 'score': 0.0008518423419445753}, {'label': 'love', 'score': 0.0008124285959638655}, {'label': 'caring', 'score': 0.0007955014007166028}, {'label': 'desire', 'score': 0.000704594305716455}, {'label': 'gratitude', 'score': 0.0006628945702686906}, {'label': 'grief', 'score': 0.00035405103699304163}, {'label': 'remorse', 'score': 0.0002841134846676141}, {'label': 'nervousness', 'score': 0.00027039716951549053}, {'label': 'relief', 'score': 0.00022860408353153616}, {'label': 'pride', 'score': 0.00017231999663636088}]",fear,0.8275,"[{'label': 'fear', 'score': 0.8275148868560791}, {'label': 'anger', 'score': 0.08201272040605545}, {'label': 'surprise', 'score': 0.03432745859026909}, {'label': 'joy', 'score': 0.02334946021437645}, {'label': 'neutral', 'score': 0.018574904650449753}, {'label': 'sadness', 'score': 0.013157160952687263}, {'label': 'disgust', 'score': 0.0010633687488734722}]",neutral,0.807,"{'negative': 0.193, 'neutral': 0.807, 'positive': 0.0, 'compound': -0.6908}"
5,stop there loud bang bin behind harry explode harry attempt leglocker curse backfire wall behind malfoy ear smash cistern beneath moan myrtle scream loudly water pour everywhere harry slip malfoy face contort cry cruci sectumsempra bellow harry floor wave wand wildly blood spurt malfoy face chest though slash invisible sword he stagger backward collapse onto waterlogge floor great splash wand fall limp right hand,sectumsempra,neutral,0.5262816,"{'neutral': 0.5262816, 'negative': 0.43460912, 'positive': 0.039109282}",neutral,0.9392,"[{'label': 'neutral', 'score': 0.9392052888870239}, {'label': 'annoyance', 'score': 0.01677231304347515}, {'label': 'fear', 'score': 0.01330950204282999}, {'label': 'disgust', 'score': 0.013202219270169735}, {'label': 'sadness', 'score': 0.012701582163572311}, {'label': 'anger', 'score': 0.009295116178691387}, {'label': 'disappointment', 'score': 0.007536398246884346}, {'label': 'approval', 'score': 0.005560996942222118}, {'label': 'realization', 'score': 0.005289275664836168}, {'label': 'amusement', 'score': 0.003972955048084259}, {'label': 'embarrassment', 'score': 0.003481069579720497}, {'label': 'surprise', 'score': 0.003428366966545582}, {'label': 'disapproval', 'score': 0.0034077807795256376}, {'label': 'excitement', 'score': 0.0033726913388818502}, {'label': 'admiration', 'score': 0.002664862433448434}, {'label': 'joy', 'score': 0.002464880933985114}, {'label': 'desire', 'score': 0.001890346291474998}, {'label': 'confusion', 'score': 0.0018893301021307707}, {'label': 'grief', 'score': 0.0017924066632986069}, {'label': 'curiosity', 'score': 0.0017658805008977652}, {'label': 'nervousness', 'score': 0.0014877369394525886}, {'label': 'caring', 'score': 0.0014217591378837824}, {'label': 'optimism', 'score': 0.001377207227051258}, {'label': 'love', 'score': 0.0011878988007083535}, {'label': 'gratitude', 'score': 0.0009953271364793181}, {'label': 'remorse', 'score': 0.0007753726094961166}, {'label': 'pride', 'score': 0.0006236691842786968}, {'label': 'relief', 'score': 0.0005886996514163911}]",anger,0.7554,"[{'label': 'anger', 'score': 0.7553544044494629}, {'label': 'fear', 'score': 0.11825653165578842}, {'label': 'surprise', 'score': 0.07044219225645065}, {'label': 'sadness', 'score': 0.027355525642633438}, {'label': 'neutral', 'score': 0.015857651829719543}, {'label': 'joy', 'score': 0.01196716446429491}, {'label': 'disgust', 'score': 0.0007664540898986161}]",neutral,0.682,"{'negative': 0.228, 'neutral': 0.682, 'positive': 0.09, 'compound': -0.8442}"
5,by sound malfoy trying use unforgivable curse glad harry something good sleeve well course I glad harry cursed say hermione clearly sting but call sectumsempra spell good ginny look land and I think see do chance match oh start act though understand quidditch snap ginny embarrass,sectumsempra,positive,0.5015301,"{'positive': 0.5015301, 'neutral': 0.36923102, 'negative': 0.12923889}",neutral,0.5112,"[{'label': 'neutral', 'score': 0.5111749768257141}, {'label': 'joy', 'score': 0.1089857816696167}, {'label': 'approval', 'score': 0.09844397753477097}, {'label': 'gratitude', 'score': 0.014532697387039661}, {'label': 'realization', 'score': 0.014310929924249649}, {'label': 'annoyance', 'score': 0.010821598581969738}, {'label': 'amusement', 'score': 0.010491972789168358}, {'label': 'relief', 'score': 0.007537717465311289}, {'label': 'disapproval', 'score': 0.0070587326772511005}, {'label': 'admiration', 'score': 0.005376091226935387}, {'label': 'excitement', 'score': 0.0038469177670776844}, {'label': 'disappointment', 'score': 0.002152265515178442}, {'label': 'optimism', 'score': 0.0020029330626130104}, {'label': 'love', 'score': 0.001991145545616746}, {'label': 'pride', 'score': 0.0019393363036215305}, {'label': 'confusion', 'score': 0.0019166067941114306}, {'label': 'disgust', 'score': 0.0013464641524478793}, {'label': 'anger', 'score': 0.0013233456993475556}, {'label': 'caring', 'score': 0.0011665452038869262}, {'label': 'sadness', 'score': 0.0010199573589488864}, {'label': 'embarrassment', 'score': 0.0008214190602302551}, {'label': 'desire', 'score': 0.0006181196076795459}, {'label': 'surprise', 'score': 0.0005742585635744035}, {'label': 'fear', 'score': 0.00041899894131347537}, {'label': 'grief', 'score': 0.0003558081516530365}, {'label': 'nervousness', 'score': 0.0003399551787879318}, {'label': 'curiosity', 'score': 0.0003281713288743049}, {'label': 'remorse', 'score': 0.0003216818149667233}]",anger,0.9501,"[{'label': 'anger', 'score': 0.9500976800918579}, {'label': 'sadness', 'score': 0.02834131382405758}, {'label': 'joy', 'score': 0.014564682729542255}, {'label': 'surprise', 'score': 0.0031477150041610003}, {'label': 'neutral', 'score': 0.0015263831010088325}, {'label': 'fear', 'score': 0.0013531933072954416}, {'label': 'disgust', 'score': 0.0009688966092653573}]",neutral,0.628,"{'negative': 0.091, 'neutral': 0.628, 'positive': 0.282, 'compound': 0.8248}"
5,the low rock slippery seawater harry could feel fleck cold salt spray hit face lumos say dumbledore reach boulder close cliff face a thousand fleck golden light sparkle upon dark surface water foot crouch black wall rock beside illuminate you see say dumbledore quietly hold wand little high,lumos,neutral,0.86169106,"{'neutral': 0.86169106, 'positive': 0.10417487, 'negative': 0.03413408}",neutral,0.971,"[{'label': 'neutral', 'score': 0.9710215926170349}, {'label': 'approval', 'score': 0.014003725722432137}, {'label': 'annoyance', 'score': 0.007369588129222393}, {'label': 'realization', 'score': 0.0065034194849431515}, {'label': 'admiration', 'score': 0.004441577009856701}, {'label': 'disappointment', 'score': 0.0031274238135665655}, {'label': 'amusement', 'score': 0.0030515058897435665}, {'label': 'disgust', 'score': 0.0027966471388936043}, {'label': 'excitement', 'score': 0.00262453593313694}, {'label': 'disapproval', 'score': 0.0025515544693917036}, {'label': 'anger', 'score': 0.0023572887293994427}, {'label': 'confusion', 'score': 0.0023547580931335688}, {'label': 'optimism', 'score': 0.0023065260611474514}, {'label': 'joy', 'score': 0.0022291403729468584}, {'label': 'sadness', 'score': 0.0020465701818466187}, {'label': 'fear', 'score': 0.001976196188479662}, {'label': 'love', 'score': 0.001491656992584467}, {'label': 'desire', 'score': 0.0014397180639207363}, {'label': 'curiosity', 'score': 0.001425855909474194}, {'label': 'caring', 'score': 0.0012860572896897793}, {'label': 'surprise', 'score': 0.0010451647685840726}, {'label': 'gratitude', 'score': 0.0009667639387771487}, {'label': 'embarrassment', 'score': 0.0008620445732958615}, {'label': 'pride', 'score': 0.0004887401009909809}, {'label': 'grief', 'score': 0.00046969435061328113}, {'label': 'nervousness', 'score': 0.0004351989191491157}, {'label': 'relief', 'score': 0.000415704125771299}, {'label': 'remorse', 'score': 0.00039847553125582635}]",anger,0.9427,"[{'label': 'anger', 'score': 0.9427453875541687}, {'label': 'fear', 'score': 0.046055808663368225}, {'label': 'sadness', 'score': 0.005045502446591854}, {'label': 'joy', 'score': 0.0026673057582229376}, {'label': 'neutral', 'score': 0.0016308787744492292}, {'label': 'disgust', 'score': 0.0011788627598434687}, {'label': 'surprise', 'score': 0.000676143157761544}]",neutral,0.88,"{'negative': 0.042, 'neutral': 0.88, 'positive': 0.078, 'compound': 0.2023}"
5,I oh okay harry expect clear throat say loudly wand aloft accio horcrux with noise like explosion something large pale erupt dark water twenty foot away harry could see vanish crash splash make great deep ripple mirror surface harry leapt backward shock hit wall heart still thunder turn dumbledore,accio,neutral,0.7114489,"{'neutral': 0.7114489, 'positive': 0.2459428, 'negative': 0.042608295}",neutral,0.9324,"[{'label': 'neutral', 'score': 0.9323865175247192}, {'label': 'fear', 'score': 0.015793098136782646}, {'label': 'approval', 'score': 0.01492312178015709}, {'label': 'annoyance', 'score': 0.011252902448177338}, {'label': 'realization', 'score': 0.009634998627007008}, {'label': 'excitement', 'score': 0.009076043963432312}, {'label': 'disgust', 'score': 0.00619332492351532}, {'label': 'amusement', 'score': 0.005480737891048193}, {'label': 'surprise', 'score': 0.005200512241572142}, {'label': 'anger', 'score': 0.0045939660631120205}, {'label': 'joy', 'score': 0.00425393832847476}, {'label': 'admiration', 'score': 0.003835313720628619}, {'label': 'sadness', 'score': 0.00367178488522768}, {'label': 'disappointment', 'score': 0.0036306388210505247}, {'label': 'embarrassment', 'score': 0.0028320166748017073}, {'label': 'optimism', 'score': 0.0018518418073654175}, {'label': 'confusion', 'score': 0.00181445328053087}, {'label': 'disapproval', 'score': 0.0018057747511193156}, {'label': 'curiosity', 'score': 0.0016977522755041718}, {'label': 'nervousness', 'score': 0.0015892967348918319}, {'label': 'caring', 'score': 0.0011574432719498873}, {'label': 'pride', 'score': 0.0011081250850111246}, {'label': 'desire', 'score': 0.001054627588018775}, {'label': 'grief', 'score': 0.001015485730022192}, {'label': 'relief', 'score': 0.0008448975859209895}, {'label': 'love', 'score': 0.0008258942980319262}, {'label': 'gratitude', 'score': 0.0007574643241241574}, {'label': 'remorse', 'score': 0.0004371551622170955}]",anger,0.5871,"[{'label': 'anger', 'score': 0.587080180644989}, {'label': 'fear', 'score': 0.19722819328308105}, {'label': 'joy', 'score': 0.07844512909650803}, {'label': 'surprise', 'score': 0.07436318695545197}, {'label': 'neutral', 'score': 0.032595787197351456}, {'label': 'sadness', 'score': 0.029153285548090935}, {'label': 'disgust', 'score': 0.0011342385550960898}]",neutral,0.719,"{'negative': 0.091, 'neutral': 0.719, 'positive': 0.19, 'compound': 0.7003}"
5,dumbledore gulp goblet drain every last drop great rattle gasp roll onto face no shout harry stand refill goblet instead drop cup basin fling beside dumbledore heave onto back dumbledore glass askew mouth agape eye close no say harry shake dumbledore dead say poison wake wake rennervate cry wand point dumbledore chest flash red light nothing happen rennervate sir please dumbledore eyelid flicker harry heart leapt,rennervate,neutral,0.709658,"{'neutral': 0.709658, 'negative': 0.1981423, 'positive': 0.0921996}",neutral,0.9651,"[{'label': 'neutral', 'score': 0.9651386737823486}, {'label': 'annoyance', 'score': 0.014643378555774689}, {'label': 'disapproval', 'score': 0.009486623108386993}, {'label': 'approval', 'score': 0.008981243707239628}, {'label': 'realization', 'score': 0.00559582794085145}, {'label': 'disappointment', 'score': 0.005234281066805124}, {'label': 'anger', 'score': 0.004253872204571962}, {'label': 'disgust', 'score': 0.0039860885590314865}, {'label': 'amusement', 'score': 0.003148079849779606}, {'label': 'sadness', 'score': 0.0028034946881234646}, {'label': 'confusion', 'score': 0.002707449719309807}, {'label': 'fear', 'score': 0.0021228499244898558}, {'label': 'admiration', 'score': 0.001921832445077598}, {'label': 'optimism', 'score': 0.0015795737272128463}, {'label': 'excitement', 'score': 0.0014882420655339956}, {'label': 'curiosity', 'score': 0.0014459821395576}, {'label': 'joy', 'score': 0.001365186064504087}, {'label': 'embarrassment', 'score': 0.0012418535770848393}, {'label': 'surprise', 'score': 0.0011236104182898998}, {'label': 'desire', 'score': 0.0010801536263898015}, {'label': 'caring', 'score': 0.0010354053229093552}, {'label': 'love', 'score': 0.0008340668282471597}, {'label': 'gratitude', 'score': 0.0007322621531784534}, {'label': 'grief', 'score': 0.000506269047036767}, {'label': 'nervousness', 'score': 0.0004602538829203695}, {'label': 'remorse', 'score': 0.00035041518276557326}, {'label': 'relief', 'score': 0.0003061027091462165}, {'label': 'pride', 'score': 0.00028548474074341357}]",fear,0.9788,"[{'label': 'fear', 'score': 0.978766918182373}, {'label': 'anger', 'score': 0.012234668247401714}, {'label': 'sadness', 'score': 0.00279034161940217}, {'label': 'joy', 'score': 0.002369120717048645}, {'label': 'surprise', 'score': 0.0023620976135134697}, {'label': 'neutral', 'score': 0.001240352401509881}, {'label': 'disgust', 'score': 0.00023636413970962167}]",neutral,0.67,"{'negative': 0.254, 'neutral': 0.67, 'positive': 0.077, 'compound': -0.9153}"
5,no shout harry stand refill goblet instead drop cup basin fling beside dumbledore heave onto back dumbledore glass askew mouth agape eye close no say harry shake dumbledore dead say poison wake wake rennervate cry wand point dumbledore chest flash red light nothing happen rennervate sir please dumbledore eyelid flicker harry heart leapt sir,rennervate,neutral,0.763855,"{'neutral': 0.763855, 'negative': 0.17668405, 'positive': 0.059461005}",neutral,0.9626,"[{'label': 'neutral', 'score': 0.9625895619392395}, {'label': 'disapproval', 'score': 0.014941097237169743}, {'label': 'annoyance', 'score': 0.012999898754060268}, {'label': 'approval', 'score': 0.009515495039522648}, {'label': 'realization', 'score': 0.005746973212808371}, {'label': 'disappointment', 'score': 0.0055813356302678585}, {'label': 'anger', 'score': 0.0036997946444898844}, {'label': 'disgust', 'score': 0.003188490401953459}, {'label': 'confusion', 'score': 0.0030650512780994177}, {'label': 'amusement', 'score': 0.0027179617900401354}, {'label': 'sadness', 'score': 0.002573537640273571}, {'label': 'admiration', 'score': 0.0018201995408162475}, {'label': 'fear', 'score': 0.001682741567492485}, {'label': 'optimism', 'score': 0.0015346462605521083}, {'label': 'curiosity', 'score': 0.0013997055357322097}, {'label': 'joy', 'score': 0.0013037626631557941}, {'label': 'excitement', 'score': 0.001283016405068338}, {'label': 'embarrassment', 'score': 0.001076119253411889}, {'label': 'surprise', 'score': 0.0010348418727517128}, {'label': 'caring', 'score': 0.0009516624850220978}, {'label': 'desire', 'score': 0.0009103994234465063}, {'label': 'love', 'score': 0.0007911352440714836}, {'label': 'gratitude', 'score': 0.000746618548873812}, {'label': 'grief', 'score': 0.0004607003356795758}, {'label': 'nervousness', 'score': 0.0003952359256800264}, {'label': 'remorse', 'score': 0.0003439368447288871}, {'label': 'relief', 'score': 0.00029419545899145305}, {'label': 'pride', 'score': 0.0002526153111830354}]",fear,0.8897,"[{'label': 'fear', 'score': 0.8896678686141968}, {'label': 'anger', 'score': 0.0918986052274704}, {'label': 'sadness', 'score': 0.006732914596796036}, {'label': 'joy', 'score': 0.005945755168795586}, {'label': 'surprise', 'score': 0.003198901191353798}, {'label': 'neutral', 'score': 0.0021566685754805803}, {'label': 'disgust', 'score': 0.0003993674472440034}]",neutral,0.682,"{'negative': 0.283, 'neutral': 0.682, 'positive': 0.034, 'compound': -0.9413}"
5,yes he leapt foot seize goblet drop basin barely register golden locket lie curl beneath aguamenti shout jab goblet wand the goblet fill clear water harry drop knee beside dumbledore raise head bring glass lip empty dumbledore groaned begin pant,aguamenti,neutral,0.830824,"{'neutral': 0.830824, 'positive': 0.1346029, 'negative': 0.034573093}",neutral,0.9465,"[{'label': 'neutral', 'score': 0.9464896321296692}, {'label': 'approval', 'score': 0.026583166792988777}, {'label': 'annoyance', 'score': 0.008257230743765831}, {'label': 'realization', 'score': 0.006511286366730928}, {'label': 'admiration', 'score': 0.0044591776095330715}, {'label': 'disgust', 'score': 0.0038611567579209805}, {'label': 'excitement', 'score': 0.003325417870655656}, {'label': 'amusement', 'score': 0.0032688723877072334}, {'label': 'anger', 'score': 0.0026998829562216997}, {'label': 'joy', 'score': 0.0025719041004776955}, {'label': 'disappointment', 'score': 0.0025187355931848288}, {'label': 'fear', 'score': 0.0023623257875442505}, {'label': 'disapproval', 'score': 0.002249237848445773}, {'label': 'sadness', 'score': 0.002174805849790573}, {'label': 'love', 'score': 0.0018736725905910134}, {'label': 'optimism', 'score': 0.0014594586100429296}, {'label': 'confusion', 'score': 0.001195899909362197}, {'label': 'desire', 'score': 0.0010621014516800642}, {'label': 'embarrassment', 'score': 0.0010275151580572128}, {'label': 'surprise', 'score': 0.0010212277993559837}, {'label': 'curiosity', 'score': 0.0009686087723821402}, {'label': 'caring', 'score': 0.0009652385488152504}, {'label': 'gratitude', 'score': 0.0007673882646486163}, {'label': 'pride', 'score': 0.000593080127146095}, {'label': 'grief', 'score': 0.00046669639414176345}, {'label': 'relief', 'score': 0.00045623129699379206}, {'label': 'nervousness', 'score': 0.0003948356315959245}, {'label': 'remorse', 'score': 0.0003197728656232357}]",anger,0.6259,"[{'label': 'anger', 'score': 0.6258832216262817}, {'label': 'fear', 'score': 0.18406927585601807}, {'label': 'sadness', 'score': 0.06044693663716316}, {'label': 'surprise', 'score': 0.052428361028432846}, {'label': 'neutral', 'score': 0.04973587393760681}, {'label': 'joy', 'score': 0.022564493119716644}, {'label': 'disgust', 'score': 0.004871842917054892}]",neutral,0.756,"{'negative': 0.13, 'neutral': 0.756, 'positive': 0.114, 'compound': 0.0772}"
5,the goblet fill clear water harry drop knee beside dumbledore raise head bring glass lip empty dumbledore groaned begin pant but I wait aguamenti say harry pointing wand goblet once second clear water gleam within approach dumbledore mouth water vanish sir I try I trying say harry desperately think dumbledore could hear roll onto side draw great rattle breath sound agonizing,aguamenti,neutral,0.7758951,"{'neutral': 0.7758951, 'negative': 0.13195236, 'positive': 0.09215252}",neutral,0.8839,"[{'label': 'neutral', 'score': 0.8838838338851929}, {'label': 'sadness', 'score': 0.04332491755485535}, {'label': 'fear', 'score': 0.0415673591196537}, {'label': 'annoyance', 'score': 0.018938248977065086}, {'label': 'disappointment', 'score': 0.01611756719648838}, {'label': 'disgust', 'score': 0.014268969185650349}, {'label': 'anger', 'score': 0.006697927601635456}, {'label': 'approval', 'score': 0.006383013911545277}, {'label': 'realization', 'score': 0.005917469039559364}, {'label': 'disapproval', 'score': 0.005168309435248375}, {'label': 'nervousness', 'score': 0.004542694892734289}, {'label': 'desire', 'score': 0.003015289083123207}, {'label': 'caring', 'score': 0.002821402158588171}, {'label': 'grief', 'score': 0.002728312509134412}, {'label': 'amusement', 'score': 0.0026160930283367634}, {'label': 'embarrassment', 'score': 0.0024718858767300844}, {'label': 'surprise', 'score': 0.002291429555043578}, {'label': 'optimism', 'score': 0.002082737162709236}, {'label': 'excitement', 'score': 0.00207185884937644}, {'label': 'confusion', 'score': 0.002061652485281229}, {'label': 'admiration', 'score': 0.001955781364813447}, {'label': 'curiosity', 'score': 0.0017524325521662831}, {'label': 'joy', 'score': 0.0013475418090820312}, {'label': 'love', 'score': 0.0008581603178754449}, {'label': 'remorse', 'score': 0.00072930206079036}, {'label': 'relief', 'score': 0.0006335075595416129}, {'label': 'gratitude', 'score': 0.0005734788719564676}, {'label': 'pride', 'score': 0.0003757905797101557}]",fear,0.8969,"[{'label': 'fear', 'score': 0.8969076871871948}, {'label': 'sadness', 'score': 0.042660560458898544}, {'label': 'anger', 'score': 0.04251563921570778}, {'label': 'joy', 'score': 0.006333280820399523}, {'label': 'neutral', 'score': 0.006216786801815033}, {'label': 'surprise', 'score': 0.004721816163510084}, {'label': 'disgust', 'score': 0.0006442761514335871}]",neutral,0.696,"{'negative': 0.156, 'neutral': 0.696, 'positive': 0.148, 'compound': 0.1154}"
5,once second clear water gleam within approach dumbledore mouth water vanish sir I try I trying say harry desperately think dumbledore could hear roll onto side draw great rattle breath sound agonize aguamenti aguamenti aguamenti the goblet fill empty and dumbledore breathing fade,aguamenti,neutral,0.6844673,"{'neutral': 0.6844673, 'positive': 0.19420604, 'negative': 0.1213267}",neutral,0.9672,"[{'label': 'neutral', 'score': 0.9671804904937744}, {'label': 'approval', 'score': 0.011711814440786839}, {'label': 'annoyance', 'score': 0.010162186808884144}, {'label': 'realization', 'score': 0.0064427899196743965}, {'label': 'disappointment', 'score': 0.0036705711390823126}, {'label': 'disapproval', 'score': 0.00345810828730464}, {'label': 'amusement', 'score': 0.0034098655451089144}, {'label': 'disgust', 'score': 0.0032011973671615124}, {'label': 'admiration', 'score': 0.0027081796433776617}, {'label': 'anger', 'score': 0.0025956451427191496}, {'label': 'confusion', 'score': 0.002515411004424095}, {'label': 'sadness', 'score': 0.002227025805041194}, {'label': 'optimism', 'score': 0.002167372265830636}, {'label': 'excitement', 'score': 0.001933360006660223}, {'label': 'fear', 'score': 0.0018728852737694979}, {'label': 'joy', 'score': 0.0015944166807457805}, {'label': 'curiosity', 'score': 0.00134533632081002}, {'label': 'desire', 'score': 0.0012677761260420084}, {'label': 'surprise', 'score': 0.0010101271327584982}, {'label': 'embarrassment', 'score': 0.0009886801708489656}, {'label': 'caring', 'score': 0.0009694480686448514}, {'label': 'love', 'score': 0.0009389225742779672}, {'label': 'gratitude', 'score': 0.0007914705201983452}, {'label': 'grief', 'score': 0.00042959218262694776}, {'label': 'nervousness', 'score': 0.0004213977081235498}, {'label': 'remorse', 'score': 0.0003643558593466878}, {'label': 'pride', 'score': 0.0003499990561977029}, {'label': 'relief', 'score': 0.0003397476684767753}]",fear,0.4453,"[{'label': 'fear', 'score': 0.44527727365493774}, {'label': 'sadness', 'score': 0.28453850746154785}, {'label': 'anger', 'score': 0.20974770188331604}, {'label': 'joy', 'score': 0.03912360221147537}, {'label': 'neutral', 'score': 0.01228816993534565}, {'label': 'surprise', 'score': 0.007449885830283165}, {'label': 'disgust', 'score': 0.0015748473815619946}]",neutral,0.714,"{'negative': 0.153, 'neutral': 0.714, 'positive': 0.133, 'compound': 0.0}"
