book_num,sentence,spell,rob_sentiment,rob_score,rob_all_scores,rob_emotion,rob_emotion_score,all_emotion_scores,dis_rob_emotion,dis_rob_emotion_score,dis_all_emotion_scores,v_sentiment,v_sentiment_score,v_all_scores
5,he grope potion book riffle panic try find right page last locate decipher one cramp word underneath spell pray counterjinx harry think liberacorpus,liberacorpus,neutral,0.7682712,"{'neutral': 0.7682712, 'negative': 0.14416045, 'positive': 0.087568305}",neutral,0.8609,"[{'label': 'neutral', 'score': 0.8608933687210083}, {'label': 'fear', 'score': 0.08477596193552017}, {'label': 'nervousness', 'score': 0.015174882486462593}, {'label': 'realization', 'score': 0.009776372462511063}, {'label': 'sadness', 'score': 0.008789234794676304}, {'label': 'annoyance', 'score': 0.008154050447046757}, {'label': 'approval', 'score': 0.007573118899017572}, {'label': 'excitement', 'score': 0.0068570333532989025}, {'label': 'confusion', 'score': 0.006631268188357353}, {'label': 'disappointment', 'score': 0.005855240859091282}, {'label': 'surprise', 'score': 0.004573972895741463}, {'label': 'disgust', 'score': 0.0036143611650913954}, {'label': 'amusement', 'score': 0.0035430488642305136}, {'label': 'caring', 'score': 0.0031187941785901785}, {'label': 'curiosity', 'score': 0.0031180542428046465}, {'label': 'joy', 'score': 0.0030567310750484467}, {'label': 'disapproval', 'score': 0.0027824395801872015}, {'label': 'anger', 'score': 0.002618621103465557}, {'label': 'embarrassment', 'score': 0.0024591567926108837}, {'label': 'optimism', 'score': 0.0024163073394447565}, {'label': 'desire', 'score': 0.002018415369093418}, {'label': 'admiration', 'score': 0.0017547630704939365}, {'label': 'grief', 'score': 0.0013569425791501999}, {'label': 'gratitude', 'score': 0.0012587214587256312}, {'label': 'relief', 'score': 0.0011333526344969869}, {'label': 'love', 'score': 0.0008035467471927404}, {'label': 'remorse', 'score': 0.0007555034826509655}, {'label': 'pride', 'score': 0.0006138365715742111}]",fear,0.9934,"[{'label': 'fear', 'score': 0.9933664202690125}, {'label': 'anger', 'score': 0.0017783812945708632}, {'label': 'joy', 'score': 0.001717020059004426}, {'label': 'sadness', 'score': 0.001183156156912446}, {'label': 'neutral', 'score': 0.0009120306349359453}, {'label': 'surprise', 'score': 0.0008646350470371544}, {'label': 'disgust', 'score': 0.00017819157801568508}]",neutral,0.73,"{'negative': 0.186, 'neutral': 0.73, 'positive': 0.084, 'compound': -0.4215}"
5,okay professor start say ron add quietly turn away use muffliato harry,muffliato,neutral,0.87197495,"{'neutral': 0.87197495, 'positive': 0.0860836, 'negative': 0.041941468}",neutral,0.8984,"[{'label': 'neutral', 'score': 0.8983744978904724}, {'label': 'approval', 'score': 0.08905696868896484}, {'label': 'realization', 'score': 0.01566663384437561}, {'label': 'annoyance', 'score': 0.007109479513019323}, {'label': 'disapproval', 'score': 0.0031999924685806036}, {'label': 'joy', 'score': 0.0023377323523163795}, {'label': 'disappointment', 'score': 0.002051218645647168}, {'label': 'amusement', 'score': 0.0018907017074525356}, {'label': 'optimism', 'score': 0.0017223196336999536}, {'label': 'excitement', 'score': 0.0016959937056526542}, {'label': 'confusion', 'score': 0.0016714718658477068}, {'label': 'admiration', 'score': 0.0016324850730597973}, {'label': 'anger', 'score': 0.0013130446895956993}, {'label': 'disgust', 'score': 0.0012991923140361905}, {'label': 'caring', 'score': 0.0012529579689726233}, {'label': 'sadness', 'score': 0.001183863147161901}, {'label': 'love', 'score': 0.0010831438703462481}, {'label': 'curiosity', 'score': 0.0008924059220589697}, {'label': 'fear', 'score': 0.000849313975777477}, {'label': 'relief', 'score': 0.000671819900162518}, {'label': 'surprise', 'score': 0.0005916099762544036}, {'label': 'desire', 'score': 0.0005837180651724339}, {'label': 'embarrassment', 'score': 0.0005674803396686912}, {'label': 'gratitude', 'score': 0.0005344836972653866}, {'label': 'nervousness', 'score': 0.00036330250441096723}, {'label': 'pride', 'score': 0.0003593056171666831}, {'label': 'grief', 'score': 0.00024005505838431418}, {'label': 'remorse', 'score': 0.00021726808336097747}]",neutral,0.6974,"[{'label': 'neutral', 'score': 0.6973724961280823}, {'label': 'joy', 'score': 0.10218004882335663}, {'label': 'sadness', 'score': 0.07662983238697052}, {'label': 'surprise', 'score': 0.04955285042524338}, {'label': 'anger', 'score': 0.041299063712358475}, {'label': 'fear', 'score': 0.030789541080594063}, {'label': 'disgust', 'score': 0.002176151843741536}]",neutral,0.853,"{'negative': 0.0, 'neutral': 0.853, 'positive': 0.147, 'compound': 0.2263}"
5,reparo say hastily poke piece wand bowl spring back together,reparo,neutral,0.8732564,"{'neutral': 0.8732564, 'positive': 0.106780946, 'negative': 0.019962693}",neutral,0.9679,"[{'label': 'neutral', 'score': 0.9679475426673889}, {'label': 'annoyance', 'score': 0.010970508679747581}, {'label': 'approval', 'score': 0.00939127616584301}, {'label': 'realization', 'score': 0.004824361763894558}, {'label': 'anger', 'score': 0.003838795004412532}, {'label': 'disapproval', 'score': 0.003183930180966854}, {'label': 'amusement', 'score': 0.003128521144390106}, {'label': 'disappointment', 'score': 0.0029490101151168346}, {'label': 'disgust', 'score': 0.0027908615302294493}, {'label': 'admiration', 'score': 0.0024690255522727966}, {'label': 'confusion', 'score': 0.002197977853938937}, {'label': 'sadness', 'score': 0.002181506948545575}, {'label': 'optimism', 'score': 0.0021441541612148285}, {'label': 'joy', 'score': 0.001937363063916564}, {'label': 'excitement', 'score': 0.0019075151067227125}, {'label': 'fear', 'score': 0.0016652952181175351}, {'label': 'caring', 'score': 0.0015675737522542477}, {'label': 'curiosity', 'score': 0.0014641908928751945}, {'label': 'gratitude', 'score': 0.0011528395116329193}, {'label': 'embarrassment', 'score': 0.0010868286481127143}, {'label': 'desire', 'score': 0.0010644758585840464}, {'label': 'surprise', 'score': 0.0010468837572261691}, {'label': 'love', 'score': 0.0008481167024001479}, {'label': 'grief', 'score': 0.0004778174334205687}, {'label': 'remorse', 'score': 0.00045661500189453363}, {'label': 'nervousness', 'score': 0.0004236130916979164}, {'label': 'pride', 'score': 0.00039373227627947927}, {'label': 'relief', 'score': 0.0003856891125906259}]",neutral,0.7973,"[{'label': 'neutral', 'score': 0.7973377704620361}, {'label': 'surprise', 'score': 0.13623102009296417}, {'label': 'anger', 'score': 0.026720991358160973}, {'label': 'joy', 'score': 0.022309910506010056}, {'label': 'fear', 'score': 0.009599837474524975}, {'label': 'sadness', 'score': 0.0064071365632116795}, {'label': 'disgust', 'score': 0.0013933911686763167}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
5,I fix say harry land beside two girl point wand demelza mouth say episkey and ginny call ron prat captain team,episkey,neutral,0.7952848,"{'neutral': 0.7952848, 'negative': 0.123322174, 'positive': 0.08139294}",neutral,0.9656,"[{'label': 'neutral', 'score': 0.9656038284301758}, {'label': 'approval', 'score': 0.013920347206294537}, {'label': 'annoyance', 'score': 0.011296507902443409}, {'label': 'realization', 'score': 0.004517291206866503}, {'label': 'anger', 'score': 0.00385789736174047}, {'label': 'disapproval', 'score': 0.0033545580226927996}, {'label': 'disappointment', 'score': 0.0030526809860020876}, {'label': 'amusement', 'score': 0.002817243803292513}, {'label': 'disgust', 'score': 0.002747877035290003}, {'label': 'admiration', 'score': 0.0027135591953992844}, {'label': 'excitement', 'score': 0.0022047876846045256}, {'label': 'optimism', 'score': 0.0020674928091466427}, {'label': 'joy', 'score': 0.0019776327535510063}, {'label': 'sadness', 'score': 0.0018999063177034259}, {'label': 'confusion', 'score': 0.001394837279804051}, {'label': 'love', 'score': 0.0013331123627722263}, {'label': 'desire', 'score': 0.0012963111512362957}, {'label': 'caring', 'score': 0.001218555960804224}, {'label': 'curiosity', 'score': 0.0011738361790776253}, {'label': 'fear', 'score': 0.0011541425483301282}, {'label': 'embarrassment', 'score': 0.000772364204749465}, {'label': 'surprise', 'score': 0.0007425789372064173}, {'label': 'gratitude', 'score': 0.0006787798483856022}, {'label': 'pride', 'score': 0.0003810953348875046}, {'label': 'grief', 'score': 0.00036007663584314287}, {'label': 'remorse', 'score': 0.0003468957438599318}, {'label': 'relief', 'score': 0.00033059745328500867}, {'label': 'nervousness', 'score': 0.000281878950772807}]",anger,0.9689,"[{'label': 'anger', 'score': 0.9688764810562134}, {'label': 'joy', 'score': 0.013498872518539429}, {'label': 'sadness', 'score': 0.00739614712074399}, {'label': 'neutral', 'score': 0.006138771306723356}, {'label': 'surprise', 'score': 0.001948396791703999}, {'label': 'disgust', 'score': 0.0015200815396383405}, {'label': 'fear', 'score': 0.0006214113091118634}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
5,oppugno come shriek doorway,oppugno,neutral,0.70260584,"{'neutral': 0.70260584, 'negative': 0.16891895, 'positive': 0.12847519}",neutral,0.9552,"[{'label': 'neutral', 'score': 0.9552238583564758}, {'label': 'annoyance', 'score': 0.01307583600282669}, {'label': 'anger', 'score': 0.00959110353142023}, {'label': 'disgust', 'score': 0.0071976035833358765}, {'label': 'fear', 'score': 0.006844847463071346}, {'label': 'approval', 'score': 0.006357961799949408}, {'label': 'sadness', 'score': 0.0045979623682796955}, {'label': 'disappointment', 'score': 0.004415017087012529}, {'label': 'disapproval', 'score': 0.004185369238257408}, {'label': 'realization', 'score': 0.003729935735464096}, {'label': 'excitement', 'score': 0.003458063816651702}, {'label': 'amusement', 'score': 0.0032705271150916815}, {'label': 'confusion', 'score': 0.002858230844140053}, {'label': 'surprise', 'score': 0.0028426581993699074}, {'label': 'curiosity', 'score': 0.0027366899885237217}, {'label': 'admiration', 'score': 0.002722947858273983}, {'label': 'joy', 'score': 0.0023418909404426813}, {'label': 'embarrassment', 'score': 0.0022301769349724054}, {'label': 'love', 'score': 0.0013482255162671208}, {'label': 'caring', 'score': 0.0011936459923163056}, {'label': 'optimism', 'score': 0.0011795598547905684}, {'label': 'desire', 'score': 0.0011040647514164448}, {'label': 'gratitude', 'score': 0.0010009219404309988}, {'label': 'grief', 'score': 0.0009641451179049909}, {'label': 'nervousness', 'score': 0.0008584799943491817}, {'label': 'remorse', 'score': 0.0004887764807790518}, {'label': 'pride', 'score': 0.00047706306213513017}, {'label': 'relief', 'score': 0.0003792908973991871}]",fear,0.9465,"[{'label': 'fear', 'score': 0.9465078115463257}, {'label': 'anger', 'score': 0.032863717526197433}, {'label': 'surprise', 'score': 0.006746447179466486}, {'label': 'neutral', 'score': 0.005546880420297384}, {'label': 'sadness', 'score': 0.004001808352768421}, {'label': 'joy', 'score': 0.002910067094489932}, {'label': 'disgust', 'score': 0.0014232569374144077}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
5,one levicorpus,levicorpus,neutral,0.73270106,"{'neutral': 0.73270106, 'positive': 0.2335934, 'negative': 0.033705596}",neutral,0.9689,"[{'label': 'neutral', 'score': 0.9688948392868042}, {'label': 'approval', 'score': 0.010112486779689789}, {'label': 'annoyance', 'score': 0.00701628252863884}, {'label': 'realization', 'score': 0.005228179041296244}, {'label': 'disapproval', 'score': 0.003863033140078187}, {'label': 'admiration', 'score': 0.003686624811962247}, {'label': 'disappointment', 'score': 0.003436378901824355}, {'label': 'anger', 'score': 0.0032372968271374702}, {'label': 'excitement', 'score': 0.002678210148587823}, {'label': 'confusion', 'score': 0.002660574857145548}, {'label': 'sadness', 'score': 0.0025104328524321318}, {'label': 'joy', 'score': 0.0022808024659752846}, {'label': 'amusement', 'score': 0.0022246059961616993}, {'label': 'disgust', 'score': 0.0022086515091359615}, {'label': 'optimism', 'score': 0.001969469478353858}, {'label': 'fear', 'score': 0.0017352121649309993}, {'label': 'curiosity', 'score': 0.0015946689527481794}, {'label': 'gratitude', 'score': 0.0015315673081204295}, {'label': 'surprise', 'score': 0.0013397320872172713}, {'label': 'love', 'score': 0.0012524788035079837}, {'label': 'desire', 'score': 0.0011221797903999686}, {'label': 'caring', 'score': 0.0010316933039575815}, {'label': 'embarrassment', 'score': 0.0008461539982818067}, {'label': 'grief', 'score': 0.0005322566721588373}, {'label': 'remorse', 'score': 0.00045040101394988596}, {'label': 'pride', 'score': 0.0004295176768209785}, {'label': 'nervousness', 'score': 0.0004026667738799006}, {'label': 'relief', 'score': 0.00038707905332557857}]",neutral,0.7443,"[{'label': 'neutral', 'score': 0.7442634701728821}, {'label': 'surprise', 'score': 0.11595737189054489}, {'label': 'sadness', 'score': 0.06375990062952042}, {'label': 'joy', 'score': 0.045786693692207336}, {'label': 'anger', 'score': 0.014141686260700226}, {'label': 'fear', 'score': 0.008382479660212994}, {'label': 'disgust', 'score': 0.007708400022238493}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
5,as far I aware know day riddle die avada kedavra curse usually leave sign damage,avada kedavra,negative,0.53020525,"{'negative': 0.53020525, 'neutral': 0.45308378, 'positive': 0.016710911}",neutral,0.9364,"[{'label': 'neutral', 'score': 0.9364356994628906}, {'label': 'approval', 'score': 0.027810517698526382}, {'label': 'realization', 'score': 0.022615281865000725}, {'label': 'annoyance', 'score': 0.009763538837432861}, {'label': 'disappointment', 'score': 0.007457285653799772}, {'label': 'disapproval', 'score': 0.00447629252448678}, {'label': 'optimism', 'score': 0.004129102453589439}, {'label': 'sadness', 'score': 0.003418427426367998}, {'label': 'confusion', 'score': 0.003338658018037677}, {'label': 'disgust', 'score': 0.0022328183986246586}, {'label': 'desire', 'score': 0.0019502057693898678}, {'label': 'amusement', 'score': 0.001806138432584703}, {'label': 'curiosity', 'score': 0.0013655774528160691}, {'label': 'admiration', 'score': 0.0013267979957163334}, {'label': 'fear', 'score': 0.0010964093962684274}, {'label': 'joy', 'score': 0.0010963671375066042}, {'label': 'embarrassment', 'score': 0.0009289609151892364}, {'label': 'excitement', 'score': 0.000911495357286185}, {'label': 'love', 'score': 0.0009078977745957673}, {'label': 'caring', 'score': 0.000901734980288893}, {'label': 'anger', 'score': 0.0008006570860743523}, {'label': 'surprise', 'score': 0.0006220570649020374}, {'label': 'relief', 'score': 0.0005249602254480124}, {'label': 'nervousness', 'score': 0.0005164108006283641}, {'label': 'gratitude', 'score': 0.0004894962767139077}, {'label': 'remorse', 'score': 0.000465392047772184}, {'label': 'grief', 'score': 0.0003913233522325754}, {'label': 'pride', 'score': 0.00024151151592377573}]",neutral,0.7746,"[{'label': 'neutral', 'score': 0.7745537161827087}, {'label': 'anger', 'score': 0.09503193944692612}, {'label': 'sadness', 'score': 0.08178900182247162}, {'label': 'surprise', 'score': 0.02249247208237648}, {'label': 'disgust', 'score': 0.011855977587401867}, {'label': 'fear', 'score': 0.01030247937887907}, {'label': 'joy', 'score': 0.003974441904574633}]",negative,0.541,"{'negative': 0.541, 'neutral': 0.459, 'positive': 0.0, 'compound': -0.8957}"
5,ernie macmillan however mutter specialis revelio cauldron sound impressive harry ron hastened imitate,revelio specialis,positive,0.52793384,"{'positive': 0.52793384, 'neutral': 0.4549419, 'negative': 0.01712429}",neutral,0.6271,"[{'label': 'neutral', 'score': 0.6271450519561768}, {'label': 'admiration', 'score': 0.4954538345336914}, {'label': 'approval', 'score': 0.03530402481555939}, {'label': 'realization', 'score': 0.00661986880004406}, {'label': 'excitement', 'score': 0.006188105326145887}, {'label': 'annoyance', 'score': 0.006157192401587963}, {'label': 'disappointment', 'score': 0.00529497629031539}, {'label': 'gratitude', 'score': 0.004361371975392103}, {'label': 'disapproval', 'score': 0.004201269708573818}, {'label': 'pride', 'score': 0.0033853109925985336}, {'label': 'disgust', 'score': 0.003018326824530959}, {'label': 'surprise', 'score': 0.0027831632178276777}, {'label': 'joy', 'score': 0.0022940647322684526}, {'label': 'optimism', 'score': 0.002229992300271988}, {'label': 'amusement', 'score': 0.0020297919400036335}, {'label': 'confusion', 'score': 0.0015557536389678717}, {'label': 'curiosity', 'score': 0.0015384209109470248}, {'label': 'sadness', 'score': 0.0011028563603758812}, {'label': 'anger', 'score': 0.0010661239502951503}, {'label': 'embarrassment', 'score': 0.0009594278526492417}, {'label': 'fear', 'score': 0.0008738995529711246}, {'label': 'love', 'score': 0.0007911002030596137}, {'label': 'desire', 'score': 0.0007898019975982606}, {'label': 'relief', 'score': 0.000622240302618593}, {'label': 'caring', 'score': 0.0005363440723158419}, {'label': 'grief', 'score': 0.0003914007975254208}, {'label': 'remorse', 'score': 0.00025591126177459955}, {'label': 'nervousness', 'score': 0.00014758312318008393}]",joy,0.9767,"[{'label': 'joy', 'score': 0.9767117500305176}, {'label': 'anger', 'score': 0.00903548114001751}, {'label': 'surprise', 'score': 0.005387711804360151}, {'label': 'sadness', 'score': 0.005169354844838381}, {'label': 'neutral', 'score': 0.0022335341200232506}, {'label': 'fear', 'score': 0.0009169609402306378}, {'label': 'disgust', 'score': 0.0005451677134260535}]",neutral,0.784,"{'negative': 0.0, 'neutral': 0.784, 'positive': 0.216, 'compound': 0.5106}"
5,harry react instinctively wand pocket incantation spring mind without conscious thought levicorpus,levicorpus,neutral,0.88372236,"{'neutral': 0.88372236, 'positive': 0.09120229, 'negative': 0.025075383}",neutral,0.964,"[{'label': 'neutral', 'score': 0.9639529585838318}, {'label': 'approval', 'score': 0.02260711044073105}, {'label': 'realization', 'score': 0.007909402251243591}, {'label': 'annoyance', 'score': 0.005767911206930876}, {'label': 'admiration', 'score': 0.003946356941014528}, {'label': 'disapproval', 'score': 0.003443917026743293}, {'label': 'disappointment', 'score': 0.002838823478668928}, {'label': 'confusion', 'score': 0.002129307249560952}, {'label': 'sadness', 'score': 0.0021119103766977787}, {'label': 'disgust', 'score': 0.002073274925351143}, {'label': 'excitement', 'score': 0.0019987451378256083}, {'label': 'anger', 'score': 0.0019711919594556093}, {'label': 'amusement', 'score': 0.001941346563398838}, {'label': 'joy', 'score': 0.0019005853682756424}, {'label': 'optimism', 'score': 0.0017733256099745631}, {'label': 'fear', 'score': 0.001630541984923184}, {'label': 'love', 'score': 0.0012403930304571986}, {'label': 'curiosity', 'score': 0.001203683321364224}, {'label': 'gratitude', 'score': 0.0010896055027842522}, {'label': 'caring', 'score': 0.00108846474904567}, {'label': 'surprise', 'score': 0.0009131125407293439}, {'label': 'desire', 'score': 0.0008749106200411916}, {'label': 'embarrassment', 'score': 0.0007410082034766674}, {'label': 'grief', 'score': 0.00045786926057189703}, {'label': 'pride', 'score': 0.0004242688009981066}, {'label': 'relief', 'score': 0.0004198221140541136}, {'label': 'remorse', 'score': 0.0003796841483563185}, {'label': 'nervousness', 'score': 0.00036219635512679815}]",fear,0.8724,"[{'label': 'fear', 'score': 0.8723533153533936}, {'label': 'neutral', 'score': 0.07234826683998108}, {'label': 'anger', 'score': 0.024387100711464882}, {'label': 'surprise', 'score': 0.015976762399077415}, {'label': 'sadness', 'score': 0.007097247056663036}, {'label': 'joy', 'score': 0.004370339680463076}, {'label': 'disgust', 'score': 0.0034669116139411926}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
5,harry pointed wand hastily door madam pomfrey office mutter muffliato would come run,muffliato,neutral,0.8547361,"{'neutral': 0.8547361, 'positive': 0.08844307, 'negative': 0.056820825}",neutral,0.9654,"[{'label': 'neutral', 'score': 0.9654396772384644}, {'label': 'approval', 'score': 0.013050476089119911}, {'label': 'annoyance', 'score': 0.00944463349878788}, {'label': 'realization', 'score': 0.005354499444365501}, {'label': 'admiration', 'score': 0.005060120951384306}, {'label': 'anger', 'score': 0.0038693526294082403}, {'label': 'disapproval', 'score': 0.0036949925124645233}, {'label': 'disappointment', 'score': 0.0036841456312686205}, {'label': 'amusement', 'score': 0.0033321294467896223}, {'label': 'joy', 'score': 0.003061460331082344}, {'label': 'excitement', 'score': 0.0027386725414544344}, {'label': 'disgust', 'score': 0.0026095493230968714}, {'label': 'sadness', 'score': 0.0025807705242186785}, {'label': 'fear', 'score': 0.0020762684289366007}, {'label': 'optimism', 'score': 0.0018338451627641916}, {'label': 'caring', 'score': 0.0014085370348766446}, {'label': 'confusion', 'score': 0.0012001433642581105}, {'label': 'gratitude', 'score': 0.0011062256526201963}, {'label': 'love', 'score': 0.001103321905247867}, {'label': 'desire', 'score': 0.0009942845208570361}, {'label': 'surprise', 'score': 0.000989534892141819}, {'label': 'embarrassment', 'score': 0.0009205854730680585}, {'label': 'curiosity', 'score': 0.0008502265554852784}, {'label': 'pride', 'score': 0.0006247542332857847}, {'label': 'grief', 'score': 0.0005330240819603205}, {'label': 'relief', 'score': 0.0005115613457746804}, {'label': 'nervousness', 'score': 0.00046521375770680606}, {'label': 'remorse', 'score': 0.00039296376053243876}]",fear,0.5604,"[{'label': 'fear', 'score': 0.5603878498077393}, {'label': 'anger', 'score': 0.19095666706562042}, {'label': 'neutral', 'score': 0.13824908435344696}, {'label': 'surprise', 'score': 0.07827693969011307}, {'label': 'sadness', 'score': 0.017215056344866753}, {'label': 'joy', 'score': 0.011885794810950756}, {'label': 'disgust', 'score': 0.003028606064617634}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
5,harry aim wand peeve say langlock peeve clutch throat gulp swooped room make obscene gesture unable speak owe fact tongue glue roof mouth,langlock,negative,0.6854198,"{'negative': 0.6854198, 'neutral': 0.2995705, 'positive': 0.015009736}",neutral,0.9122,"[{'label': 'neutral', 'score': 0.9121742248535156}, {'label': 'annoyance', 'score': 0.03382385894656181}, {'label': 'disgust', 'score': 0.027215665206313133}, {'label': 'anger', 'score': 0.01421805378049612}, {'label': 'approval', 'score': 0.008135483600199223}, {'label': 'amusement', 'score': 0.006876170169562101}, {'label': 'disapproval', 'score': 0.005503119435161352}, {'label': 'embarrassment', 'score': 0.005024817306548357}, {'label': 'disappointment', 'score': 0.0048815240152180195}, {'label': 'fear', 'score': 0.004630757495760918}, {'label': 'realization', 'score': 0.004407984670251608}, {'label': 'sadness', 'score': 0.0035899588838219643}, {'label': 'excitement', 'score': 0.0018118704902008176}, {'label': 'confusion', 'score': 0.0016776123084127903}, {'label': 'admiration', 'score': 0.0016457369783893228}, {'label': 'joy', 'score': 0.001462035346776247}, {'label': 'desire', 'score': 0.0013751116348430514}, {'label': 'curiosity', 'score': 0.001321340212598443}, {'label': 'surprise', 'score': 0.0013210228644311428}, {'label': 'love', 'score': 0.0011181574082002044}, {'label': 'caring', 'score': 0.0010817786678671837}, {'label': 'optimism', 'score': 0.0010666644666343927}, {'label': 'remorse', 'score': 0.0006905223708599806}, {'label': 'gratitude', 'score': 0.000681912584695965}, {'label': 'grief', 'score': 0.0006639165221713483}, {'label': 'nervousness', 'score': 0.0005874181515537202}, {'label': 'pride', 'score': 0.0004950572038069367}, {'label': 'relief', 'score': 0.00035210076021030545}]",anger,0.7776,"[{'label': 'anger', 'score': 0.7775903344154358}, {'label': 'disgust', 'score': 0.16026417911052704}, {'label': 'fear', 'score': 0.03621806204319}, {'label': 'neutral', 'score': 0.010402985848486423}, {'label': 'sadness', 'score': 0.0069077350199222565}, {'label': 'joy', 'score': 0.0058431476354599}, {'label': 'surprise', 'score': 0.00277359108440578}]",neutral,0.853,"{'negative': 0.147, 'neutral': 0.853, 'positive': 0.0, 'compound': -0.5859}"
5,yeah I say harry glance toward madam pomfrey office door check muffliato spell still work sign hear commotion,muffliato,neutral,0.8422728,"{'neutral': 0.8422728, 'positive': 0.12444764, 'negative': 0.03327956}",neutral,0.8685,"[{'label': 'neutral', 'score': 0.8684536218643188}, {'label': 'approval', 'score': 0.04984080046415329}, {'label': 'realization', 'score': 0.00978202372789383}, {'label': 'annoyance', 'score': 0.008780321106314659}, {'label': 'excitement', 'score': 0.008728032000362873}, {'label': 'amusement', 'score': 0.005103559698909521}, {'label': 'joy', 'score': 0.00422294856980443}, {'label': 'admiration', 'score': 0.0025280697736889124}, {'label': 'disgust', 'score': 0.0021179879549890757}, {'label': 'anger', 'score': 0.0020103754941374063}, {'label': 'fear', 'score': 0.0018995300633832812}, {'label': 'optimism', 'score': 0.001511037815362215}, {'label': 'surprise', 'score': 0.0013737778645008802}, {'label': 'disappointment', 'score': 0.0013086143881082535}, {'label': 'sadness', 'score': 0.0012592640705406666}, {'label': 'disapproval', 'score': 0.0011955788359045982}, {'label': 'caring', 'score': 0.0011281403712928295}, {'label': 'confusion', 'score': 0.0010666039306670427}, {'label': 'embarrassment', 'score': 0.0010350631782785058}, {'label': 'gratitude', 'score': 0.0010248798644170165}, {'label': 'curiosity', 'score': 0.0010148101719096303}, {'label': 'desire', 'score': 0.0009314757189713418}, {'label': 'love', 'score': 0.000843266025185585}, {'label': 'relief', 'score': 0.0007471619755961001}, {'label': 'pride', 'score': 0.0007124908152036369}, {'label': 'nervousness', 'score': 0.0006055430858395994}, {'label': 'grief', 'score': 0.0003022466553375125}, {'label': 'remorse', 'score': 0.0002453816414345056}]",joy,0.4986,"[{'label': 'joy', 'score': 0.4985772371292114}, {'label': 'anger', 'score': 0.19692523777484894}, {'label': 'surprise', 'score': 0.13173170387744904}, {'label': 'neutral', 'score': 0.09441732615232468}, {'label': 'sadness', 'score': 0.072670117020607}, {'label': 'fear', 'score': 0.004881036467850208}, {'label': 'disgust', 'score': 0.0007973915198817849}]",neutral,0.879,"{'negative': 0.0, 'neutral': 0.879, 'positive': 0.121, 'compound': 0.296}"
5,she tap broken scale wand say reparo the girl say thank remain rooted spot pass watch sight ron glance back,reparo,neutral,0.9036605,"{'neutral': 0.9036605, 'positive': 0.06047949, 'negative': 0.035860024}",gratitude,0.6829,"[{'label': 'gratitude', 'score': 0.6829274892807007}, {'label': 'neutral', 'score': 0.36708709597587585}, {'label': 'approval', 'score': 0.007679488975554705}, {'label': 'realization', 'score': 0.006920223589986563}, {'label': 'annoyance', 'score': 0.006601390894502401}, {'label': 'disapproval', 'score': 0.0033742780797183514}, {'label': 'confusion', 'score': 0.0024263334926217794}, {'label': 'admiration', 'score': 0.0020159303676337004}, {'label': 'disappointment', 'score': 0.0018571510445326567}, {'label': 'excitement', 'score': 0.0017238109139725566}, {'label': 'disgust', 'score': 0.0016460095066577196}, {'label': 'optimism', 'score': 0.001533181988634169}, {'label': 'joy', 'score': 0.0014217366697266698}, {'label': 'amusement', 'score': 0.0014019554946571589}, {'label': 'sadness', 'score': 0.0013522770022973418}, {'label': 'anger', 'score': 0.0012561973417177796}, {'label': 'surprise', 'score': 0.0012127161026000977}, {'label': 'embarrassment', 'score': 0.0010106416884809732}, {'label': 'remorse', 'score': 0.0009755335631780326}, {'label': 'relief', 'score': 0.000954849470872432}, {'label': 'caring', 'score': 0.0009194055455736816}, {'label': 'curiosity', 'score': 0.0009134323336184025}, {'label': 'desire', 'score': 0.0008875245694071054}, {'label': 'love', 'score': 0.0007020124467089772}, {'label': 'fear', 'score': 0.0005997693515382707}, {'label': 'pride', 'score': 0.00041422093636356294}, {'label': 'grief', 'score': 0.00034257047809660435}, {'label': 'nervousness', 'score': 0.0001697514671832323}]",neutral,0.6255,"[{'label': 'neutral', 'score': 0.6254628300666809}, {'label': 'fear', 'score': 0.11808506399393082}, {'label': 'surprise', 'score': 0.11463270336389542}, {'label': 'anger', 'score': 0.06627017259597778}, {'label': 'joy', 'score': 0.04552186280488968}, {'label': 'sadness', 'score': 0.029133178293704987}, {'label': 'disgust', 'score': 0.00089413853129372}]",neutral,0.763,"{'negative': 0.131, 'neutral': 0.763, 'positive': 0.106, 'compound': -0.1531}"
