book_num,paragraph
3,voldemort move slowly forward turn face harry he raise wand crucio it pain beyond anything harry ever experience bone fire head surely split along scar eye roll madly head want end black die and go
3,now untie wormtail give back wand chapter 34 priori incantatem wormtail approach harry scramble find foot support weight rope untie wormtail raise new silver hand pull wad material gag harry one swipe cut bond tie harry gravestone
3,you teach duel harry potter say voldemort softly red eye glint darkness at word harry remember though former life duel club hogwart attend briefly two year ago all learn disarm spell expelliarmus use would deprive voldemort wand even could surround death eater outnumber least thirty one he never learn anything could possibly fit he know face thing moody always warn unblockable avada kedavra curse voldemort right mother die time
3,all learn disarm spell expelliarmus use would deprive voldemort wand even could surround death eater outnumber least thirty one he never learn anything could possibly fit he know face thing moody always warn unblockable avada kedavra curse voldemort right mother die time he quite unprotecte
3,I ask whether want say voldemort softly answer imperio and harry feel third time life sensation mind wipe think ah bliss think though float dream answer say answer
3,before voldemort could stick snakelike face around headstone harry stand grip wand tightly hand thrust front throw around headstone face voldemort voldemort ready as harry shout expelliarmus voldemort cry avada kedavra a jet green light issue voldemort wand jet red light blast harry meet midair suddenly harry wand vibrate though electric charge surge hand seize around release want narrow beam light connect two wand neither red green bright deep gold harry follow beam astonish gaze see voldemort long white finger grip wand shake vibrate
3,ten foot cedric harry dive behind marble angel avoid jet red light see tip wing shatter spell hit grip wand tightly dash behind angel impedimenta bellow point wand wildly shoulder death eater run from muffled yell think stop least one time stop look jump cup dive hear wand blast behind jet light flew head fall stretch hand grab cedric arm stand aside
3,voldemort red eye flame darkness harry see mouth curl smile see raise wand accio harry yelled point wand triwizard cup it fly air soar toward harry catch handle
3,he back harry potter conquer I conquer moody raise wand open mouth harry plunge hand robe stupefy there blind flash red light great splintering crash door moody office blast apart moody throw backward onto office floor harry still stare place moody face see albus dumbledore professor snape professor mcgonagall look back foeglass
3,winky remain knee tremble hand face dumbledore force man mouth open pour three drop inside then point wand man chest say rennervate crouch son open eye his face slack gaze unfocused
3,why harry look dumbledore whose face arrest look priori incantatem mutter his eye gaze harry almost though invisible beam understanding shoot the reverse spell effect say sirius sharply
3,but say work oh electronic bug say hermione no see rita skeeter hermione voice tremble quiet triumph unregistere animagus she turn hermione pull small sealed glass jar bag
3,he wand george careful tread malfoy follow fred inside interesting effect say george look crabbe who use furnunculus curse I say harry odd say george lightly
3,the maze grow darker every pass minute sky overhead deepen navy he reach second fork point I whisper wand hold flat palm the wand spin around point toward right solid hedge that way north know need go northwest center maze
3,harry broke run he choice path ahead point I whisper wand spin around pointed righthand one he dash one see light ahead the triwizard cup gleam plinth hundred yard away
4,whatever you do keep your mouth shut wand harry mutter frantically hand fly ground like spider where wand come lumo he say spell automatically desperate light help search disbelieving relief light flare inch right hand wand tip ignite harry snatch scramble foot turn around
4,a tower hooded figure glide smoothly toward hover ground foot face visible beneath robe suck night came stumble backward harry raise wand expecto patronum a silvery wisp vapor shoot tip wand dementor slow spell work properly trip foot harry retreat farther dementor bore upon panic fog brain concentrate a pair gray slimy scabbe hand slide inside dementor robe reach
4,a pair gray slimy scabbe hand slide inside dementor robe reach a rush noise fill harry ears expecto patronum his voice sound dim distant another wisp silver smoke feebler last drifted wand anymore work spell
4,he never go see ron hermione and face burst clearly mind fight breath expecto patronum an enormous silver stag erupt tip harry wand antler catch dementor place heart throw backward weightless darkness stag charge dementor swoop away batlike defeat this way harry shout stag
4,be why stand dark say third voice one completely unfamiliar woman lumo a wand tip flare illuminate hall magical light harry blink
4,she flick wand hopefully one harry sock give feeble sort wiggle flop back top mess within ah well say tonk slam trunk lid shut least that could bit cleaning scourgify she point wand hedwig cage feather dropping vanish well bit well I never quite get hang sort householdy spell right get everything
4,both buttock still okay let go locomotor trunk harry trunk rise inch air hold wand like conductor baton tonk make hover across room door ahead hedwig cage leave hand
4,she snatch plan table stuff bill heavily laden arm this sort thing ought clear away promptly end meeting snap sweep toward ancient dresser start unload dinner plate bill take wand mutter evanesco scroll vanish sit harry say sirius you meet mundungus
4,see old figgy since ask no said harry I see anyone see I ave left say mundungus lean forward plead note voice I ad business opportunity harry feel something brush knee start crookshank hermione bandylegge ginger cat wind around harry leg purr jump onto sirius lap curl sirius scratch absentmindedly behind ear turn still grimface harry
4,I stick inside month how come ask harry frown because ministry magic still voldemort know animagus wormtail tell big disguise useless there much I order phoenix dumbledore feel there something slightly flatten tone voice sirius utter dumbledore name tell harry sirius happy headmaster either
4,yes like kind weapon say harry something bad avada kedavra that enough mrs weasley speak shadow beside door
4,what reckon say harry could anything say fred but anything bad avada kedavra curse say ron what bad death maybe something kill load people suggest george
4,mr weasley body replace bill glass askew trickle blood run face no mrs weasley moan no riddikulus riddikulus riddikulus
4,no mrs weasley moan no riddikulus riddikulus riddikulus crack
4,no riddikulus riddikulus riddikulus crack dead twin
4,lupin come running room closely follow sirius moody stumping along behind lupin look mrs weasley dead harry floor seem understand instant pull wand say firmly clearly riddikulus harry body vanish a silvery orb hung air spot lain
4,never mind say ginny bracingly look get rid easily she pull wand scourgify the stinksap vanish sorry say neville small voice
4,I know potter mean mess utterly worthless evanesco the content harry potion vanish leave stand foolishly beside empty cauldron those manage read instruction fill one flagon sample potion label clearly name bring desk testing say snape
4,she fold half newspaper thoughtfully when harry laid knife fork seem come reverie right well I think tackle essay sprout selffertilize shrub first lucky able start mcgonagall inanimatus conjurus lunch harry feel small twinge guilt think pile homework await upstairs sky clear exhilarate blue firebolt week
4,they spend whole sunday common room bury book room around fill empty it another clear fine day fellow gryffindor spend day ground enjoy might well last sunshine year by evening harry feel though somebody beat brain inside skull you know probably try get homework do week harry muttered ron finally lay aside professor mcgonagall long essay inanimatus conjurus spell turn miserably professor sinistra equally long difficult essay jupiter moon yeah say ron rub slightly bloodshot eye throw fifth spoiled bit parchment fire beside listen shall ask hermione look do
4,he indicate smash bowl floor ron nod leave reparo harry mutter point wand break piece china they fly back together good new return murtlap essence bowl he suddenly tired tempt sink back armchair sleep instead get foot follow ron upstairs
4,hey idea say ron excitedly hermione make skeptical noise three look sirius head turn flame well sirius four meeting shriek shack school say hermione could transform animal I suppose could squeeze single invisibility cloak want but twentyeight we none we animagus need much invisibility cloak invisibility marquee fair point say sirius look slightly crestfallen well I sure come somewhere
4,I almost certain say hermione grimly watch frog escape harry pointed wand bullfrog hop hopefully toward side table accio zoom gloomily back hand charm always one good lesson enjoy private chat there generally much movement activity danger overhear slight today room full croak bullfrog cawing raven heavy downpour rain clatter pound classroom windows harry ron hermione whisper discussion umbridge nearly catch sirius go quite unnoticed
4,it close call last night say hermione I wonder umbridge know close silencio the bullfrog practice silence charm strike dumb midcroak glare reproachfully if catch snuffle
4,harry finished sentence he probably back azkaban morning he wave wand without really concentrate bullfrog swell like green balloon emit highpitche whistle silencio say hermione hastily point wand harry frog deflate silently well I know going let know
4,I reckon risk say ron he stupid know nearly get silencio the large ugly raven front let derisive caw silencio
4,silencio the large ugly raven front let derisive caw silencio silencio the raven caw loudly
4,the large ugly raven front let derisive caw silencio silencio the raven caw loudly it way move wand say hermione watch ron critically
4,raven hard frog say ron testily fine let swap say hermione seize ron raven replace fat bullfrog silencio the raven continue open close sharp beak sound come very good miss granger say professor flitwick squeaky little voice harry ron hermione jump now let see try mr weasley
4,wha oh oh right say ron fluster er silencio he jab bullfrog hard poke eye frog give deafen croak leapt desk it come surprise harry ron give additional practice silence charm homework
4,harry something glass stop rain fog play hufflepuff storm hermione say harry he pull wand tap glass say impervius I think ought try say angelina if could keep rain face would really help visibility together come impervius
4,he pull wand tap glass say impervius I think ought try say angelina if could keep rain face would really help visibility together come impervius okay let go
4,let go they stow wand back inside pocket robe shoulder broom follow angelina change room they squelch deepen mud middle pitch visibility still poor even impervius charm light fade fast curtain rain sweeping ground all right whistle shout angelina harry kick ground spray mud direction shoot upward wind pull slightly course
4,she pin piece paper name wall write dumbledore s army across top large letter right say harry sat shall get practice I think first thing expelliarmus know disarm charm I know pretty basic I find really useful oh please say zacharias smith roll eye fold arm
4,I know pretty basic I find really useful oh please say zacharias smith roll eye fold arm I think expelliarmus exactly go help we youknowwho I use say harry quietly it save life last june
4,you practice harry tell right count three one two three the room suddenly full shout expelliarmus wands fly direction miss spell hit book shelf send fly air harry quick neville whose wand go spin hand hit ceiling shower spark land clatter top bookshelf harry retrieve summon charm glance around thought right suggest practice basic first lot shoddy spellwork go many people succeed disarm opponent merely cause jump backward pace wince feeble spell whoosh
4,harry quick neville whose wand go spin hand hit ceiling shower spark land clatter top bookshelf harry retrieve summon charm glance around thought right suggest practice basic first lot shoddy spellwork go many people succeed disarm opponent merely cause jump backward pace wince feeble spell whoosh expelliarmus say neville harry catch unawares feel wand fly hand I do it say neville gleefully I never do I do it
4,hey harry hermione call end room check time he look watch receive shock already ten past nine meant needed get back common room immediately risk catch punish filch outofbound he blow whistle everybody stop shout expelliarmus last couple wand clatter floor well pretty good say harry overrun well leave same time place next week
4,george no he could hear girl voice scream malfoy yell george swear whistle blow bellow crowd around care somebody vicinity yelled impedimenta knock backward force spell abandon attempt punch every inch malfoy could reach what think scream madam hooch harry leapt foot hit impediment jinx
4,an give time ter test fir present find good one get em eager fer in case giant like karkus overload em information kill yeh jus simplify thing so bow outta way go find nice little cave ter spend night followin mornin go back time find karkus sittin waitin fer us lookin eager and talk oh yeah
4,yeh think seein whole race abou finish lie hagrid sigh deeply that night fight break see mouth cave lookin valley go fer hour yeh believe noise an sun come snow scarlet head lyin bottom lake
4,not daylight we ter rethink bit spend couple day lyin low cave watchin an wha see good do rip head ask hermione sound squeamish
4,what oh oh yeah yeah third night karkus kill crept outta cave bin hidin head back inter gully keepin eye skin fer death eater get inside cave go abou sixth one find three giant hidin cave must cramp say ron
4,yeah third night karkus kill crept outta cave bin hidin head back inter gully keepin eye skin fer death eater get inside cave go abou sixth one find three giant hidin cave must cramp say ron wasn room ter swing kneazle say hagrid didn attack see ask hermione
4,we start impediment jinx ten minute get cushion try stun they divide obediently harry partner neville usual the room soon full intermittent cry impedimenta people freeze minute partner would stare aimlessly around room watch pair work would unfreeze take turn jinx neville improve beyond recognition after harry unfrozen three time row neville join ron hermione could walk around room watch other
4,dumbledore rummaging cupboard behind harry ron he emerge carry blacken old kettle place carefully upon desk he raise wand murmur portus moment kettle tremble glow odd blue light quiver rest solidly black ever dumbledore march another portrait time cleverlooke wizard pointed beard paint wear slytherin color green silver apparently sleep deeply could hear dumbledore voice attempt rouse phinea
4,the twin glare sirius another minute take seat either side ginny that right say sirius encouragingly come let let drink wait accio butterbeer he raise wand speak half dozen bottle came fly toward pantry skid along table scatter debris sirius meal stop neatly front six they drink sound crackle kitchen fire soft thud bottle table
4,how become snake perhaps animagus no would know perhaps voldemort animagus
4,perhaps animagus no would know perhaps voldemort animagus yes think harry would fit would turn snake course possess transform that still explain come I get london back bed space five minute though
4,they look one another rather hopelessly follow lockhart healer along corridor let stay long ron say quietly the healer point wand door janus thickey ward mutter alohomora the door swung open lead way inside keep firm grasp gilderoy arm settle armchair beside bed this longterm resident ward inform harry ron hermione ginny low voice for permanent spell damage know
4,you find similar power need brace legilimen snape strike harry ready harry even begin summon force resistance office swam front eye vanish image image racing mind like flicker film vivid blind surrounding
4,harry try empty mind try think remember feel let go count three one two three legilimen a great black dragon rear front his father mother wave enchanted mirror
4,we shall try get ready legilimen he watch uncle vernon hammering letter box shut a hundred dementor drift across lake ground toward
4,st mungo hospital promise full inquiry last night ministry magic worker broderick bode 49 discover dead bed strangle pottedplant healer call scene unable revive mr bode injure workplace accident week prior death healer miriam strout charge mr bode ward time incident suspend full pay unavailable comment yesterday spokeswizard hospital say statement st mungo deeply regret death mr
4,healer miriam strout charge mr bode ward time incident suspend full pay unavailable comment yesterday spokeswizard hospital say statement st mungo deeply regret death mr bode whose health improve steadily prior tragic accident we strict guideline decoration permit ward appear healer strout busy christmas period overlook danger plant mr bode bedside table as speech mobility improve healer strout encourage mr
4,I suppose free well yes say hermione calmly take sip drink otherwise well know I inform authority unregistere animagus of course prophet might give rather lot insider account life azkaban
4,he raise wand one two three legilimen a hundred dementor swoop toward harry across lake ground he screw face concentration
4,and somehow snape grow clear dementor grow fainter harry raise wand protego snape stagger wand fly upward away harry suddenly harry mind teem memory hooknose man shout cower woman small darkhaired boy cry corner a greasyhaired teenager sit alone dark bedroom point wand ceiling shooting fly
4,the back harry robe damp one jar behind broken fall pickle slimy thing within swirl drain potion reparo hiss snape jar seal well potter certainly improvement pant slightly snape straighten pensieve store thought start lesson almost though check still
4,on count three say snape raising wand one two harry time gather together attempt clear mind snape already cry legilimen he hurtle along corridor toward department mystery past blank stone wall past torch plain black door grow ever large move fast go collide foot could see chink faint blue light the door fly open
4,professor sprout came hurry forward crowd grab professor trelawney arm together guide past umbridge marble stairs professor flitwick go scurry wand hold squeak locomotor trunks professor trelawney luggage rise air proceed staircase professor flitwick bring rear professor umbridge stand stockstill stare dumbledore continued smile benignly and say whisper nevertheless carry around entrance hall go I appoint new divination teacher need lodging
4,rocket long tail brilliant silver star ricochet wall sparkler writing swearword midair accord firecracker explode like mine everywhere harry look instead burn fade sight fizzling halt pyrotechnical miracle seem gain energy momentum long watch filch umbridge standing apparently transfix horror halfway stair as harry watch one large catherine wheel seem decide need room maneuver whirl toward umbridge filch sinister wheeeeeeeeee
4,meanwhile several dragon large purple bat smoking ominously take advantage open door end corridor escape toward second floor hurry filch hurry shriek umbridge they school unless something stupefy a jet red light shot end wand hit one rocket instead freeze midair explode force blast hole paint soppylooke witch middle meadow run time reappear second later squashed painting next door couple wizard play card stand hastily make room
4,that mean stebbin please remain seat I collect parchment accio more hundred roll parchment zoomed air professor flitwick outstretche arm knock backward foot several people laugh
4,wormtail look sirius james snape look avid anticipation face all right snivellus say james loudly snape react fast though expect attack drop bag plunge hand inside robe wand halfway air james shout expelliarmus snape wand fly twelve foot air fall little thud grass behind sirius let bark laughter
4,snape wand fly twelve foot air fall little thud grass behind sirius let bark laughter impedimenta say point wand snape knock foot halfway dive toward fall wand student around turn watch some get foot edge nearer watch
4,snape let stream mixed swearword hexes wand ten foot away nothing happen wash mouth say james coldly scourgify pink soap bubble stream snape mouth froth cover lip make gag choke leave alone
4,certainly say james jerked wand upward snape fall crumple heap ground disentangle robe get quickly foot wand sirius say petrificus totalus snape keel rigid board leave he alone lily shout she wand
4,excuse christmas last sirius give knife open lock say harry so even bewitch door alohomora work I bet what think hermione demand ron harry remind irresistibly mrs weasley appeal husband harry first dinner grimmauld place I dunno say ron look alarmed ask give opinion
4,time test talent real world reckon ask fred definitely say george and umbridge could say word raise wand say together accio broom harry hear loud crash somewhere distance look leave ducked time fre george broomstick one still trail heavy chain iron peg umbridge fasten wall hurtle along corridor toward owner
4,harry spout four short leg would reach desk wriggle pointlessly midair ron grow four thin spindly leg hoist cup desk great difficulty tremble second fold cause cup crack two reparo say hermione quickly mend ron cup wave wand that well montague permanently injure who care say ron irritably teacup stand drunkenly tremble violently knee
4,before ge like good say hermione harry set back foot they murmur lumos wand tip ignite hagrid face swam gloom light two waver beam harry saw look nervous sad righ say hagrid
4,for bonus point harry raise wand look directly umbridge imagine sack expecto patronum the silver stag erupt end wand canter length hall all examiner look around watch progress dissolve silver mist professor tofty clap vein knotted hand enthusiastically
4,the black shape upon floor shift little harry see longfingere white hand clutch wand rise end arm hear high cold voice say crucio the man floor let scream pain attempt stand fall back writhe harry laugh
4,beast uncontrolle animal be quiet shout hermione late umbridge pointed wand magorian scream incarcerous rope fly midair like thick snake wrap tightly around centaur torso trap arm he give cry rage rear onto hind leg attempt free centaur charge
4,so hurry back dark circular room ghostly shape brain swim harry eye instead blue candle flame wait say hermione sharply luna make close door brain room behind flagrate she draw wand midair fiery x appear door no soon door click shut behind great rumble wall begin revolve fast great redgold blur amongst faint blue become still fiery cross still burn show door already try
4,bind get way say hermione sharply she point wand place lock would ordinary door say alohomora nothing happen sirius knife say harry pull inside robe slide crack door wall
4,I give prophecy and let we skip home the word hardly mouth female death eater shriek accio proph harry ready he shout protego finish spell though glass sphere slip tip finger manage cle
4,the word hardly mouth female death eater shriek accio proph harry ready he shout protego finish spell though glass sphere slip tip finger manage cle oh know play little bitty baby potter say mad eye stare slit hood very well
4,but dark lord know unintell now yell harry five different voice behind bellow reducto five curse fly five different direction shelf opposite explode hit the tower structure sway hundred glass sphere burst apart pearlywhite figure unfurl air float voice echo know longdead past amid torrent crash glass splinter wood raining upon floor run harry yelled shelf sway precariously glass sphere begin pour seize handful hermione robe drag forward one arm head chunk shelf shard glass thunder upon
4,they yell cry pain thunderous crash shelf collapse upon weirdly echo fragment seer unleash sphere harry find way ahead clear see ron ginny luna sprint past arm head something heavy strike side face merely duck head sprint onward hand catch shoulder hear hermione shout stupefy hand release they end row ninetyseven harry turn right begin sprint earnest he could hear footstep right behind hermione voice urge neville
4,he could hear footstep right behind hermione voice urge neville the door come ajar straight ahead harry could see glitter light bell jar pelt prophecy still clutch tight safe hand wait other hurtle threshold slam door behind colloportus gasp hermione door seal odd squelching noise where other gasp harry he think ron luna ginny ahead would wait room nobody
4,they almost harry hear something large heavy collide door hermione charm shut stand aside say rough voice alohomora as door fly open harry hermione neville dive desk they could see bottom two death eater robe draw nearer foot move rapidly
4,check desk say another harry see knees death eater bend poke wand desk shout stupefy a jet red light hit near death eater fall backward grandfather clock knock the second death eater however leapt aside avoid harry spell pointed wand hermione crawl desk get well aim
4,a jet red light hit near death eater fall backward grandfather clock knock the second death eater however leapt aside avoid harry spell pointed wand hermione crawl desk get well aim avada harry launch across floor grab death eater around knee cause topple aim go awry neville overturned desk anxiety help point wand wildly struggle pair cry expelliarmus
4,avada harry launch across floor grab death eater around knee cause topple aim go awry neville overturned desk anxiety help point wand wildly struggle pair cry expelliarmus both harry death eater wand fly hand soar back toward entrance hall prophecy scramble foot charge death eater front harry hot heel neville bring rear plainly horrorstruck do get way harry yelled neville clearly determine repair damage
4,both harry death eater wand fly hand soar back toward entrance hall prophecy scramble foot charge death eater front harry hot heel neville bring rear plainly horrorstruck do get way harry yelled neville clearly determine repair damage harry flung sideways neville take aim shout stupefy the jet red light fly right death eater shoulder hit glassfronte cabinet wall full variously shape hourglasse the cabinet fall floor burst apart glass fly everywhere spring back onto wall fully mend fall shatter
4,the death eater snatch wand lie floor beside glitter bell jar harry duck behind another desk man turn mask slip could see rip free hand shout stup stupefy scream hermione catch the jet red light hit death eater middle chest froze arm still raise wand fall floor clatter collapse backward toward bell jar harry expect hear clunk man hit solid glass slide jar onto floor instead head sink surface bell jar though nothing soap bubble come rest sprawl back table head lie inside jar full glitter wind
4,the jet red light hit death eater middle chest froze arm still raise wand fall floor clatter collapse backward toward bell jar harry expect hear clunk man hit solid glass slide jar onto floor instead head sink surface bell jar though nothing soap bubble come rest sprawl back table head lie inside jar full glitter wind accio wand cry hermione harry wand fly dark corner hand throw thank say right let get
4,veer left burst instead small dark cluttered office slam door behind collo begin hermione could complete spell door burst open two death eater come hurtle inside with cry triumph yelled impedimenta harry hermione neville knock backward foot neville throw desk disappear view hermione smash bookcase promptly deluge cascade heavy book back harry head slam stone wall behind tiny light burst front eye moment dizzy bewildered react
4,neville thrown desk disappear view hermione smash bookcase promptly deluge cascade heavy book back harry head slam stone wall behind tiny light burst front eye moment dizzy bewildered react we ve get he yelled death eater nearest harry in an office off silencio cry hermione man voice extinguish he continue mouth hole mask sound came thrust aside fellow petrificus totalus shout harry second death eater raise wand
4,silencio cry hermione man voice extinguish he continue mouth hole mask sound came thrust aside fellow petrificus totalus shout harry second death eater raise wand his arm leg snap together fall forward facedown onto rug harry feet stiff board unable move well do ha
4,whaddever harry say neville fiercely desk lower hand show clearly break nose blood pour mouth chin gib then crash outside door dolohov look shoulder babyheade death eater appear doorway head bawl great fist still flail uncontrollably everything around harry seize chance petrificus totalus the spell hit dolohov could block topple forward across comrade rigid board unable move inch hermione harry say shake babyheade death eater blunder sight
4,stunning spell shoot across room harry smash way door ahead fling ron unceremoniously duck back help neville hermione they threshold time slam door bellatrix colloportus shout harry hear three body slam door side it matter say man voice there way we ve get they they re here
4,luna neville help the three tear around room seal door go harry crash table roll top haste reach next door colloportus there footstep run along behind door every another heavy body would launch one creak shudder luna neville bewitch door along opposite wall harry reach top room hear luna cry collo aaaaaaaaargh
4,ron get way get but ron already point wand tank honest harry brain look accio brain the scene seem momentarily frozen harry ginny neville death eater turn spite watch top tank brain burst green liquid like leap fish
4,but thin ribbon spin around ron chest he tug tore brain pull tight like octopus body diffindo yell harry try sever feeler wrap tightly around ron eye would break ron fall still thrash bond harry suffocate screamed ginny immobilize break ankle floor jet red light fly one death eater wand hit squarely face
4,don d gib i d do dem harry bellatrix raise wand crucio neville screamed leg draw chest death eater hold momentarily hold ground the death eater drop fell floor twitch scream agony
4,aargh neville come lunge nowhere unable articulate spell jabbed hermione wand hard eyehole death eater mask the man relinquish harry howl pain harry whirl around face gasp stupefy the death eater keel backward mask slip it macnair buckbeak wouldbe killer one eye swell bloodshot
4,then harry foot make contact something round hard slip moment think drop prophecy see moody magic eye spin away across floor its owner lie side bleed head attacker bear upon harry neville dolohov long pale face twist glee tarantallegra shout wand point neville whose leg go immediately kind frenzied tap dance unbalance cause fall floor now potter he make slash movement wand use hermione harry yelled protego
4,tarantallegra shout wand point neville whose leg go immediately kind frenzied tap dance unbalance cause fall floor now potter he make slash movement wand use hermione harry yelled protego harry feel something streak across face like blunt knife force knock sideways fall neville jerk leg shield charm stop bad spell dolohov raise wand
4,harry feel something streak across face like blunt knife force knock sideways fall neville jerk leg shield charm stop bad spell dolohov raise wand accio proph sirius hurtle nowhere ram dolohov shoulder send fly way the prophecy fly tips harry finger manage cle
4,now sirius dolohov duel wand flash like sword spark fly wand tip dolohov draw back wand make slash movement use harry hermione springing harry yelled petrificus totalus once dolohov arm leg snap together keel backward landing crash back nice one shout sirius force harry head pair stunning spell fly toward now I want get
4,no get neville catch harry flung prophecy across floor neville spin around back scoop ball chest malfoy point wand instead neville harry jabbed wand back shoulder yelled impedimenta malfoy blast back as harry scrambled look around see malfoy smash dais sirius bellatrix duel
4,be dat man sirius black friend harry nod here say lupin quietly point wand neville leg say finite the spell lift neville leg fall back onto floor remain still lupin face pale
4,the tank rise air tip harry deluge foulsmelle potion within the brain slip slide begin spin long colored tentacle shout wingardium leviosa fly air away slip slide run toward door he leapt luna groan floor past ginny say harry past ron giggled feebly hermione still unconscious
4,aaaaaah love little baby potter hatred rise harry never know he fling behind fountain bellow crucio bellatrix scream the spell knock foot writhe shriek pain neville already feet breathless long laugh
4,I give lesson harry edge around fountain side she scream crucio force duck centaur arm hold bow spin land crash floor short distance golden wizard head potter win cry he could hear move right try get clear shot
4,he back around statue away crouch behind centaur leg head level houseelf I dark lord loyal servant I learn dark art I know spell power pathetic little boy never hope compete stupefy yelled harry he edge right around goblin stand beam headless wizard take aim back peered around fountain she react fast barely time duck
4,he edge right around goblin stand beam headless wizard take aim back peered around fountain she react fast barely time duck protego the jet red light stunning spell bounce back harry scramble back behind fountain one goblin ear went fly across room
4,liar shriek could hear terror behind anger you ve get it potter and you will give it to I accio prophecy accio prophecy harry laughed know would incense pain building head badly think skull might burst
4,liar shriek could hear terror behind anger you ve get it potter and you will give it to I accio prophecy accio prophecy harry laughed know would incense pain building head badly think skull might burst he wave empty hand behind oneeare goblin withdraw quickly send another jet green light fly
4,month preparation month effort death eater let harry potter thwart master I sorry I know I fight animagus black sob bellatrix fling voldemort foot pace slowly nearer master know be quiet bella say voldemort dangerously
4,I nothing say potter say quietly you irk often long avada kedavra harry even open mouth resist his mind blank wand point uselessly floor
4,I shall explain everything repeat dumbledore harry back school he walk away pool place golden wizard head lie floor he point wand mutter portus the head glow blue tremble noisily wooden floor second became still now see dumbledore say fudge dumbledore pick head walk back harry carry you get authorization portkey
4,and kreacher tell laugh croak he wish tell say dumbledore but I sufficiently accomplish legilimen know I lie I persuade tell full story I leave department mystery and whisper harry hand curl cold fist knee hermione keep tell we nice she quite right harry say dumbledore
4,so bin hidin mountain say hagrid up cave like sirius hagrid break clear throat gruffly look harry take long draft juice anyway back say feebly
4,but get get go harry suppose packing add guiltily look around mess floor oh yeah say harry grab book don stupid much quick I pack cry tonk wave wand long sweeping movement floor book clothe telescope scale soar air fly pellmell trunk it neat say tonk walk trunk look jumble inside
5,you think mistaken or I somehow hoodwink fool dark lord greatest wizard accomplish legilimen world ever see bellatrix say nothing look first time little discomfited snape press point
5,wand follow harry say quietly he open gate walk swiftly silently garden path harry heel push front door slowly wand raise ready lumos dumbledore wand tip ignite cast light narrow hallway to leave another door stand open
5,all well dumbledore talk take post hogwart would tantamount declare public allegiance order phoenix and I sure admirable brave rest I personally fancy mortality rate you join order teach hogwart say harry could quite keep note derision voice it hard sympathize slughorn cosseted existence remember sirius crouch cave living rat most teacher none ever kill well unless count quirrell get deserve see work voldemort harry sure slughorn would one wizard could bear hear voldemort name speak aloud disappoint slughorn give shudder squawk protest harry ignore
5,harry stomach squirm he wish eat less breakfast at beauxbaton say fleur complacently ad different way thing I think eet well we sit examination six year study five
5,do see much uncle marcus unfortunately belby take large mouthful pheasant haste answer slughorn swallow fast turn purple begin choke anapneo say slughorn calmly point wand belby whose airway seem clear not much gasp belby eye stream well course I daresay busy say slughorn look questioningly belby
5,what malfoy want hide pansy be see mysterious broken object important mend petrificus totalus without warn malfoy pointed wand harry instantly paralyzed as though slow motion topple luggage rack fall agonize floorshake crash malfoy foot invisibility cloak trap beneath whole body reveal leg still curl absurdly cramp kneeling position
5,once arrive hogwart take place great hall look gryffindor table time finally realize doubt would halfway back london he try make sound even grunt impossible then remember wizard like dumbledore could perform spell without speak try summon wand fall hand say word accio wand head nothing happen he think could hear rustle tree surround lake faroff hoot owl hint search make even despise slightly hope panicked voice wonder harry potter go a feeling hopelessness spread imagine convoy thestraldrawn carriage trundle school muffled yell laughter issue whichever carriage malfoy riding could recount attack harry crabbe goyle zabini pansy parkinson
5,come jump harry hurried corridor she pull open train door leapt onto platform seem slide underneath train gather momentum he follow stagger little landing straighten time see gleam scarlet steam engine pick speed round corner disappear view the cold night air soothe throbbing nose
5,I fix nose stand still harry think much idea intend visit madam pomfrey matron little confidence come healing spell seem rude say stay stockstill close eye episkey say tonk harry nose feel hot cold he raise hand feel gingerly
5,he cold hungry quite keen leave new gloomy tonk behind but put hand push open gate find chain shut alohomora say confidently point wand padlock nothing happen that work say tonk dumbledore bewitch
5,you cover blood say hermione come she raise wand say tergeo siphon dried blood thank say harry feel clean face how nose look
5,I grawp say hagrid happily los track time he get new home mountain dumbledore fix nice big cave he much happy forest we havin good chat
5,pathetic weasley say snape here let show he turn wand harry fast harry react instinctively think nonverbal spell forget yelled protego his shield charm strong snape knock offbalance hit desk the whole class look around watch snape right scowl
5,I mean funny instruction know hey say harry indignantly pull copy advanced potionmake bag raise wand specialis revelio say rap smartly front cover nothing whatsoever happen the book simply lie look old dirty dogeare
5,morfin let mad cackle laughter gaunt scream mend pointless lump mend merope stumble across room time raise wand ogden lift say firmly reparo the pot mend instantly gaunt look moment though going shout ogden seem think well instead jeer daughter lucky nice man ministry perhaps take hand perhaps mind dirty squib
5,I get go look pretty hive merope you disgusting little squib filthy little blood traitor roar gaunt lose control hand close around daughter throat both harry ogden yell no time ogden raise wand cry relashio gaunt throw backward away daughter trip chair fall flat back with roar rage morfin leapt chair run ogden brandish bloody knife fire hex indiscriminately wand ogden run life
5,we get go explain say hermione look hagrid huge empty chair staff table follow saturday breakfast we get quidditch tryouts morning say ron and suppose practice aguamenti charm flitwick anyway explain how going tell hate stupid subject
5,I keep look I think he pull old copy advanced potionmake bag tap cover wand mutter diffindo the cover fall he thing brandnew book hermione look scandalize he swap cover tap say reparo
