book_num,paragraph,rob_sentiment,rob_score,rob_all_scores
3,they definitely somewhere around lumos dumbledore say lighting wand hold its narrow beam travel black trunk black trunk illuminate ground and fall upon pair foot,neutral,0.87813026,"{'neutral': 0.87813026, 'positive': 0.09750029, 'negative': 0.02436948}"
3,he raise wand air point direction hagrid cabin harry see something silvery dart streak away tree like ghostly bird then dumbledore bent krum pointed wand mutter rennervate krum open eye he looked daze,neutral,0.8896276,"{'neutral': 0.8896276, 'positive': 0.08478719, 'negative': 0.025585188}"
3,the tip wand emerge around back chair it point wormtail crucio say cold voice wormtail scream scream though every nerve body fire scream fill harry ears scar forehead sear pain yell voldemort would hear would know,neutral,0.6769774,"{'neutral': 0.6769774, 'negative': 0.27172273, 'positive': 0.051299937}"
3,you sirius correspondent say dumbledore I also contact ever since leave hogwart last year it I suggest mountainside cave safe place stay dumbledore get begin walk behind desk every place wand tip temple remove another shine silver think add pensieve,neutral,0.77181494,"{'neutral': 0.77181494, 'positive': 0.20685674, 'negative': 0.021328313}"
3,off go say bagman brightly four patroller good luck harry hagrid whisper four walk away different direction station around maze bagman point wand throat mutter sonorus magically magnify voice echo stand lady gentleman third final task triwizard tournament begin let remind point currently stand,positive,0.54387575,"{'positive': 0.54387575, 'neutral': 0.45002347, 'negative': 0.0061007924}"
3,the tower hedge cast black shadow across path whether tall thick enchanted sound surround crowd silence moment enter maze harry feel almost though underwater he pull wand mutter lumos hear cedric behind after fifty yard reach fork they look,neutral,0.92584395,"{'neutral': 0.92584395, 'positive': 0.04868593, 'negative': 0.025470117}"
3,harry could hear rattle breath feel clammy coldness stealing know he summon happy thought could concentrated might think get maze celebrate ron hermione raise wand cry expecto patronum a silver stag erupt end harry wand gallop toward dementor fall back trip hem robe harry never see dementor stumble,neutral,0.5889424,"{'neutral': 0.5889424, 'positive': 0.3945308, 'negative': 0.016526757}"
3,hang shout advance wake silver patronus you boggart riddikulus there loud crack shapeshifter explode wisp smoke the silver stag fade sight,neutral,0.8100078,"{'neutral': 0.8100078, 'positive': 0.10099722, 'negative': 0.08899492}"
3,this look like kind enchantment he wonder whether might able blast way reducto say the spell shoot straight mist leave intact he suppose know well reductor curse solid object,neutral,0.80358934,"{'neutral': 0.80358934, 'positive': 0.13207822, 'negative': 0.06433237}"
3,its long sting curl back its thick armor glint light harry wand point stupefy the spell hit skrewt armor rebound harry ducked time could smell burn hair singe top head the skrewt issue blast fire end fly forward toward,neutral,0.5535295,"{'neutral': 0.5535295, 'negative': 0.42076188, 'positive': 0.025708674}"
3,the spell hit skrewt armor rebound harry ducked time could smell burn hair singe top head the skrewt issue blast fire end fly forward toward impedimenta harry yell the spell hit skrewt armor ricochet harry stagger back pace fall impedimenta,neutral,0.64177984,"{'neutral': 0.64177984, 'negative': 0.32252362, 'positive': 0.035696503}"
3,impedimenta harry yell the spell hit skrewt armor ricochet harry stagger back pace fall impedimenta the skrewt inch freeze manage hit fleshy shellless underside pant harry push away run hard opposite direction impediment curse permanent skrewt would regain use leg moment,neutral,0.77333874,"{'neutral': 0.77333874, 'negative': 0.1874564, 'positive': 0.039204784}"
3,what hell think and harry hear krum voice crucio the air suddenly full cedric yell horrify harry begin sprint path try find way cedric,negative,0.65554667,"{'negative': 0.65554667, 'neutral': 0.31128663, 'positive': 0.03316672}"
3,harry pull pointed wand krum krum look krum turn begin run stupefy harry yell the spell hit krum back stop dead track fall forward lie motionless facedown grass harry dash cedric stop twitch lie pant hand face,neutral,0.8248592,"{'neutral': 0.8248592, 'negative': 0.10650209, 'positive': 0.06863867}"
3,cedric look around time hurl past thing avoid collide haste trip harry see cedric wand fly hand gigantic spider step path begin bear upon cedric stupefy harry yelled spell hit spider gigantic hairy black body good might well throw stone spider jerk scuttle around run harry instead stupefy impedimenta,neutral,0.83636343,"{'neutral': 0.83636343, 'positive': 0.095410556, 'negative': 0.06822594}"
3,harry see cedric wand fly hand gigantic spider step path begin bear upon cedric stupefy harry yelled spell hit spider gigantic hairy black body good might well throw stone spider jerk scuttle around run harry instead stupefy impedimenta stupefy,neutral,0.8025933,"{'neutral': 0.8025933, 'positive': 0.12841308, 'negative': 0.06899365}"
3,stupefy harry yelled spell hit spider gigantic hairy black body good might well throw stone spider jerk scuttle around run harry instead stupefy impedimenta stupefy but use spider either large magical spell aggravate,neutral,0.50492036,"{'neutral': 0.50492036, 'negative': 0.4291032, 'positive': 0.0659765}"
3,stupefy impedimenta stupefy but use spider either large magical spell aggravate harry one horrify glimpse eight shine black eye razorsharp pincer upon,negative,0.631755,"{'negative': 0.631755, 'neutral': 0.3506242, 'positive': 0.017620722}"
3,harry one horrify glimpse eight shine black eye razorsharp pincer upon he lift air front leg struggle madly try kick leg connect pincer next moment excruciating pain he could hear cedric yell stupefy spell effect harry harry raised wand spider open pincer shout expelliarmus it work disarm spell make spider drop mean harry fall twelve foot onto already injure leg crumple beneath without pause think aim high spider underbelly do skrewt shout stupefy cedric yelled thing,neutral,0.5002576,"{'neutral': 0.5002576, 'negative': 0.4629577, 'positive': 0.03678472}"
3,he could hear cedric yell stupefy spell effect harry harry raised wand spider open pincer shout expelliarmus it work disarm spell make spider drop mean harry fall twelve foot onto already injure leg crumple beneath without pause think aim high spider underbelly do skrewt shout stupefy cedric yelled thing the two spell combine one alone the spider keel sideways flatten nearby hedge strew path tangle hairy leg harry hear cedric shouting,neutral,0.80082893,"{'neutral': 0.80082893, 'positive': 0.101480484, 'negative': 0.097690545}"
3,it agony never feel life wand slip finger put hand face knee buckled ground could see nothing head split open from far away head hear high cold voice say kill spare a swishing noise second voice screech word night avada kedavra a blast green light blaze harry eyelid hear something heavy fall ground beside pain scar reach pitch retch diminish terrified see open sting eye cedric lie spreadeagle ground beside,negative,0.75621086,"{'negative': 0.75621086, 'neutral': 0.22453924, 'positive': 0.019249847}"
3,voldemort begin laugh he raise wand crucio the death eater ground writhe shriek harry sure sound must carry house around let police come think desperately anyone anything,neutral,0.5844526,"{'neutral': 0.5844526, 'negative': 0.36458546, 'positive': 0.05096186}"
3,voldemort move slowly forward turn face harry he raise wand crucio it pain beyond anything harry ever experience bone fire head surely split along scar eye roll madly head want end black die and go,negative,0.8071248,"{'negative': 0.8071248, 'neutral': 0.17957115, 'positive': 0.01330409}"
3,now untie wormtail give back wand chapter 34 priori incantatem wormtail approach harry scramble find foot support weight rope untie wormtail raise new silver hand pull wad material gag harry one swipe cut bond tie harry gravestone,neutral,0.9348006,"{'neutral': 0.9348006, 'positive': 0.04505547, 'negative': 0.020143868}"
3,you teach duel harry potter say voldemort softly red eye glint darkness at word harry remember though former life duel club hogwart attend briefly two year ago all learn disarm spell expelliarmus use would deprive voldemort wand even could surround death eater outnumber least thirty one he never learn anything could possibly fit he know face thing moody always warn unblockable avada kedavra curse voldemort right mother die time,neutral,0.79266393,"{'neutral': 0.79266393, 'negative': 0.14894183, 'positive': 0.05839425}"
3,all learn disarm spell expelliarmus use would deprive voldemort wand even could surround death eater outnumber least thirty one he never learn anything could possibly fit he know face thing moody always warn unblockable avada kedavra curse voldemort right mother die time he quite unprotecte,negative,0.72182745,"{'negative': 0.72182745, 'neutral': 0.26062188, 'positive': 0.017550655}"
3,I ask whether want say voldemort softly answer imperio and harry feel third time life sensation mind wipe think ah bliss think though float dream answer say answer,neutral,0.8569402,"{'neutral': 0.8569402, 'positive': 0.111460194, 'negative': 0.0315996}"
3,before voldemort could stick snakelike face around headstone harry stand grip wand tightly hand thrust front throw around headstone face voldemort voldemort ready as harry shout expelliarmus voldemort cry avada kedavra a jet green light issue voldemort wand jet red light blast harry meet midair suddenly harry wand vibrate though electric charge surge hand seize around release want narrow beam light connect two wand neither red green bright deep gold harry follow beam astonish gaze see voldemort long white finger grip wand shake vibrate,neutral,0.82825875,"{'neutral': 0.82825875, 'negative': 0.097389616, 'positive': 0.07435162}"
3,ten foot cedric harry dive behind marble angel avoid jet red light see tip wing shatter spell hit grip wand tightly dash behind angel impedimenta bellow point wand wildly shoulder death eater run from muffled yell think stop least one time stop look jump cup dive hear wand blast behind jet light flew head fall stretch hand grab cedric arm stand aside,neutral,0.8495213,"{'neutral': 0.8495213, 'negative': 0.09811813, 'positive': 0.05236054}"
3,voldemort red eye flame darkness harry see mouth curl smile see raise wand accio harry yelled point wand triwizard cup it fly air soar toward harry catch handle,neutral,0.8350802,"{'neutral': 0.8350802, 'positive': 0.13156414, 'negative': 0.033355583}"
3,he back harry potter conquer I conquer moody raise wand open mouth harry plunge hand robe stupefy there blind flash red light great splintering crash door moody office blast apart moody throw backward onto office floor harry still stare place moody face see albus dumbledore professor snape professor mcgonagall look back foeglass,positive,0.5506764,"{'positive': 0.5506764, 'neutral': 0.4365763, 'negative': 0.012747297}"
3,winky remain knee tremble hand face dumbledore force man mouth open pour three drop inside then point wand man chest say rennervate crouch son open eye his face slack gaze unfocused,neutral,0.8812774,"{'neutral': 0.8812774, 'negative': 0.0647707, 'positive': 0.053951956}"
3,why harry look dumbledore whose face arrest look priori incantatem mutter his eye gaze harry almost though invisible beam understanding shoot the reverse spell effect say sirius sharply,neutral,0.87570477,"{'neutral': 0.87570477, 'negative': 0.07934338, 'positive': 0.044951867}"
3,but say work oh electronic bug say hermione no see rita skeeter hermione voice tremble quiet triumph unregistere animagus she turn hermione pull small sealed glass jar bag,neutral,0.7103745,"{'neutral': 0.7103745, 'negative': 0.22438538, 'positive': 0.06524024}"
3,he wand george careful tread malfoy follow fred inside interesting effect say george look crabbe who use furnunculus curse I say harry odd say george lightly,neutral,0.8558747,"{'neutral': 0.8558747, 'positive': 0.10505643, 'negative': 0.03906885}"
3,the maze grow darker every pass minute sky overhead deepen navy he reach second fork point I whisper wand hold flat palm the wand spin around point toward right solid hedge that way north know need go northwest center maze,neutral,0.879517,"{'neutral': 0.879517, 'negative': 0.08012278, 'positive': 0.040360298}"
3,harry broke run he choice path ahead point I whisper wand spin around pointed righthand one he dash one see light ahead the triwizard cup gleam plinth hundred yard away,neutral,0.83189327,"{'neutral': 0.83189327, 'positive': 0.14883591, 'negative': 0.019270806}"
4,whatever you do keep your mouth shut wand harry mutter frantically hand fly ground like spider where wand come lumo he say spell automatically desperate light help search disbelieving relief light flare inch right hand wand tip ignite harry snatch scramble foot turn around,neutral,0.7751986,"{'neutral': 0.7751986, 'negative': 0.16845617, 'positive': 0.056345336}"
4,a tower hooded figure glide smoothly toward hover ground foot face visible beneath robe suck night came stumble backward harry raise wand expecto patronum a silvery wisp vapor shoot tip wand dementor slow spell work properly trip foot harry retreat farther dementor bore upon panic fog brain concentrate a pair gray slimy scabbe hand slide inside dementor robe reach,neutral,0.7924727,"{'neutral': 0.7924727, 'negative': 0.16706334, 'positive': 0.040463883}"
4,a pair gray slimy scabbe hand slide inside dementor robe reach a rush noise fill harry ears expecto patronum his voice sound dim distant another wisp silver smoke feebler last drifted wand anymore work spell,neutral,0.70980185,"{'neutral': 0.70980185, 'negative': 0.25193188, 'positive': 0.03826626}"
4,he never go see ron hermione and face burst clearly mind fight breath expecto patronum an enormous silver stag erupt tip harry wand antler catch dementor place heart throw backward weightless darkness stag charge dementor swoop away batlike defeat this way harry shout stag,neutral,0.72857076,"{'neutral': 0.72857076, 'negative': 0.13917033, 'positive': 0.13225886}"
4,be why stand dark say third voice one completely unfamiliar woman lumo a wand tip flare illuminate hall magical light harry blink,neutral,0.8922843,"{'neutral': 0.8922843, 'positive': 0.08628969, 'negative': 0.021426005}"
4,she flick wand hopefully one harry sock give feeble sort wiggle flop back top mess within ah well say tonk slam trunk lid shut least that could bit cleaning scourgify she point wand hedwig cage feather dropping vanish well bit well I never quite get hang sort householdy spell right get everything,neutral,0.6626071,"{'neutral': 0.6626071, 'negative': 0.22637935, 'positive': 0.11101354}"
4,both buttock still okay let go locomotor trunk harry trunk rise inch air hold wand like conductor baton tonk make hover across room door ahead hedwig cage leave hand,neutral,0.7490538,"{'neutral': 0.7490538, 'positive': 0.23485951, 'negative': 0.016086727}"
4,she snatch plan table stuff bill heavily laden arm this sort thing ought clear away promptly end meeting snap sweep toward ancient dresser start unload dinner plate bill take wand mutter evanesco scroll vanish sit harry say sirius you meet mundungus,neutral,0.8922519,"{'neutral': 0.8922519, 'negative': 0.054899905, 'positive': 0.052848194}"
4,see old figgy since ask no said harry I see anyone see I ave left say mundungus lean forward plead note voice I ad business opportunity harry feel something brush knee start crookshank hermione bandylegge ginger cat wind around harry leg purr jump onto sirius lap curl sirius scratch absentmindedly behind ear turn still grimface harry,neutral,0.81979525,"{'neutral': 0.81979525, 'positive': 0.107900634, 'negative': 0.072304145}"
4,I stick inside month how come ask harry frown because ministry magic still voldemort know animagus wormtail tell big disguise useless there much I order phoenix dumbledore feel there something slightly flatten tone voice sirius utter dumbledore name tell harry sirius happy headmaster either,neutral,0.6005376,"{'neutral': 0.6005376, 'negative': 0.3304579, 'positive': 0.06900457}"
4,yes like kind weapon say harry something bad avada kedavra that enough mrs weasley speak shadow beside door,neutral,0.5002943,"{'neutral': 0.5002943, 'negative': 0.46814778, 'positive': 0.03155784}"
4,what reckon say harry could anything say fred but anything bad avada kedavra curse say ron what bad death maybe something kill load people suggest george,negative,0.767873,"{'negative': 0.767873, 'neutral': 0.22159387, 'positive': 0.010533131}"
4,mr weasley body replace bill glass askew trickle blood run face no mrs weasley moan no riddikulus riddikulus riddikulus,neutral,0.50419426,"{'neutral': 0.50419426, 'negative': 0.4583338, 'positive': 0.03747194}"
4,no mrs weasley moan no riddikulus riddikulus riddikulus crack,neutral,0.55497056,"{'neutral': 0.55497056, 'negative': 0.3981336, 'positive': 0.046895858}"
4,no riddikulus riddikulus riddikulus crack dead twin,neutral,0.6209289,"{'neutral': 0.6209289, 'negative': 0.34832263, 'positive': 0.030748468}"
4,lupin come running room closely follow sirius moody stumping along behind lupin look mrs weasley dead harry floor seem understand instant pull wand say firmly clearly riddikulus harry body vanish a silvery orb hung air spot lain,neutral,0.8787269,"{'neutral': 0.8787269, 'positive': 0.062042918, 'negative': 0.05923018}"
4,never mind say ginny bracingly look get rid easily she pull wand scourgify the stinksap vanish sorry say neville small voice,negative,0.5447777,"{'negative': 0.5447777, 'neutral': 0.39571014, 'positive': 0.0595122}"
4,I know potter mean mess utterly worthless evanesco the content harry potion vanish leave stand foolishly beside empty cauldron those manage read instruction fill one flagon sample potion label clearly name bring desk testing say snape,negative,0.88401055,"{'negative': 0.88401055, 'neutral': 0.10551745, 'positive': 0.010471942}"
4,she fold half newspaper thoughtfully when harry laid knife fork seem come reverie right well I think tackle essay sprout selffertilize shrub first lucky able start mcgonagall inanimatus conjurus lunch harry feel small twinge guilt think pile homework await upstairs sky clear exhilarate blue firebolt week,neutral,0.61267906,"{'neutral': 0.61267906, 'positive': 0.36106476, 'negative': 0.02625617}"
4,they spend whole sunday common room bury book room around fill empty it another clear fine day fellow gryffindor spend day ground enjoy might well last sunshine year by evening harry feel though somebody beat brain inside skull you know probably try get homework do week harry muttered ron finally lay aside professor mcgonagall long essay inanimatus conjurus spell turn miserably professor sinistra equally long difficult essay jupiter moon yeah say ron rub slightly bloodshot eye throw fifth spoiled bit parchment fire beside listen shall ask hermione look do,positive,0.526381,"{'positive': 0.526381, 'neutral': 0.4315868, 'negative': 0.04203218}"
4,he indicate smash bowl floor ron nod leave reparo harry mutter point wand break piece china they fly back together good new return murtlap essence bowl he suddenly tired tempt sink back armchair sleep instead get foot follow ron upstairs,neutral,0.8164525,"{'neutral': 0.8164525, 'positive': 0.14648122, 'negative': 0.03706632}"
4,hey idea say ron excitedly hermione make skeptical noise three look sirius head turn flame well sirius four meeting shriek shack school say hermione could transform animal I suppose could squeeze single invisibility cloak want but twentyeight we none we animagus need much invisibility cloak invisibility marquee fair point say sirius look slightly crestfallen well I sure come somewhere,neutral,0.6569391,"{'neutral': 0.6569391, 'positive': 0.30062494, 'negative': 0.042435966}"
4,I almost certain say hermione grimly watch frog escape harry pointed wand bullfrog hop hopefully toward side table accio zoom gloomily back hand charm always one good lesson enjoy private chat there generally much movement activity danger overhear slight today room full croak bullfrog cawing raven heavy downpour rain clatter pound classroom windows harry ron hermione whisper discussion umbridge nearly catch sirius go quite unnoticed,positive,0.67210364,"{'positive': 0.67210364, 'neutral': 0.2877553, 'negative': 0.040141076}"
4,it close call last night say hermione I wonder umbridge know close silencio the bullfrog practice silence charm strike dumb midcroak glare reproachfully if catch snuffle,neutral,0.88232464,"{'neutral': 0.88232464, 'negative': 0.06819906, 'positive': 0.04947637}"
4,harry finished sentence he probably back azkaban morning he wave wand without really concentrate bullfrog swell like green balloon emit highpitche whistle silencio say hermione hastily point wand harry frog deflate silently well I know going let know,neutral,0.8752438,"{'neutral': 0.8752438, 'positive': 0.06980574, 'negative': 0.054950394}"
4,I reckon risk say ron he stupid know nearly get silencio the large ugly raven front let derisive caw silencio,negative,0.7482759,"{'negative': 0.7482759, 'neutral': 0.23067203, 'positive': 0.021052113}"
4,silencio the large ugly raven front let derisive caw silencio silencio the raven caw loudly,negative,0.7436321,"{'negative': 0.7436321, 'neutral': 0.23594275, 'positive': 0.02042514}"
4,the large ugly raven front let derisive caw silencio silencio the raven caw loudly it way move wand say hermione watch ron critically,negative,0.56859297,"{'negative': 0.56859297, 'neutral': 0.40346012, 'positive': 0.027946886}"
4,raven hard frog say ron testily fine let swap say hermione seize ron raven replace fat bullfrog silencio the raven continue open close sharp beak sound come very good miss granger say professor flitwick squeaky little voice harry ron hermione jump now let see try mr weasley,positive,0.6666171,"{'positive': 0.6666171, 'neutral': 0.32607508, 'negative': 0.0073078373}"
4,wha oh oh right say ron fluster er silencio he jab bullfrog hard poke eye frog give deafen croak leapt desk it come surprise harry ron give additional practice silence charm homework,neutral,0.7816712,"{'neutral': 0.7816712, 'positive': 0.17941992, 'negative': 0.03890879}"
4,harry something glass stop rain fog play hufflepuff storm hermione say harry he pull wand tap glass say impervius I think ought try say angelina if could keep rain face would really help visibility together come impervius,neutral,0.78628814,"{'neutral': 0.78628814, 'positive': 0.19380538, 'negative': 0.019906387}"
4,he pull wand tap glass say impervius I think ought try say angelina if could keep rain face would really help visibility together come impervius okay let go,neutral,0.66210604,"{'neutral': 0.66210604, 'positive': 0.31385797, 'negative': 0.024035968}"
4,let go they stow wand back inside pocket robe shoulder broom follow angelina change room they squelch deepen mud middle pitch visibility still poor even impervius charm light fade fast curtain rain sweeping ground all right whistle shout angelina harry kick ground spray mud direction shoot upward wind pull slightly course,neutral,0.79104096,"{'neutral': 0.79104096, 'negative': 0.15383503, 'positive': 0.055124093}"
4,she pin piece paper name wall write dumbledore s army across top large letter right say harry sat shall get practice I think first thing expelliarmus know disarm charm I know pretty basic I find really useful oh please say zacharias smith roll eye fold arm,neutral,0.5684173,"{'neutral': 0.5684173, 'positive': 0.41602924, 'negative': 0.01555343}"
4,I know pretty basic I find really useful oh please say zacharias smith roll eye fold arm I think expelliarmus exactly go help we youknowwho I use say harry quietly it save life last june,positive,0.81683445,"{'positive': 0.81683445, 'neutral': 0.16558494, 'negative': 0.017580578}"
4,you practice harry tell right count three one two three the room suddenly full shout expelliarmus wands fly direction miss spell hit book shelf send fly air harry quick neville whose wand go spin hand hit ceiling shower spark land clatter top bookshelf harry retrieve summon charm glance around thought right suggest practice basic first lot shoddy spellwork go many people succeed disarm opponent merely cause jump backward pace wince feeble spell whoosh,neutral,0.7840625,"{'neutral': 0.7840625, 'positive': 0.1339918, 'negative': 0.081945725}"
4,harry quick neville whose wand go spin hand hit ceiling shower spark land clatter top bookshelf harry retrieve summon charm glance around thought right suggest practice basic first lot shoddy spellwork go many people succeed disarm opponent merely cause jump backward pace wince feeble spell whoosh expelliarmus say neville harry catch unawares feel wand fly hand I do it say neville gleefully I never do I do it,neutral,0.6687373,"{'neutral': 0.6687373, 'negative': 0.23768587, 'positive': 0.093576804}"
4,hey harry hermione call end room check time he look watch receive shock already ten past nine meant needed get back common room immediately risk catch punish filch outofbound he blow whistle everybody stop shout expelliarmus last couple wand clatter floor well pretty good say harry overrun well leave same time place next week,neutral,0.6396687,"{'neutral': 0.6396687, 'positive': 0.24456699, 'negative': 0.1157643}"
4,george no he could hear girl voice scream malfoy yell george swear whistle blow bellow crowd around care somebody vicinity yelled impedimenta knock backward force spell abandon attempt punch every inch malfoy could reach what think scream madam hooch harry leapt foot hit impediment jinx,neutral,0.6647255,"{'neutral': 0.6647255, 'negative': 0.2829896, 'positive': 0.052284915}"
4,an give time ter test fir present find good one get em eager fer in case giant like karkus overload em information kill yeh jus simplify thing so bow outta way go find nice little cave ter spend night followin mornin go back time find karkus sittin waitin fer us lookin eager and talk oh yeah,neutral,0.6151244,"{'neutral': 0.6151244, 'positive': 0.31388077, 'negative': 0.07099484}"
4,yeh think seein whole race abou finish lie hagrid sigh deeply that night fight break see mouth cave lookin valley go fer hour yeh believe noise an sun come snow scarlet head lyin bottom lake,neutral,0.76972836,"{'neutral': 0.76972836, 'negative': 0.13819323, 'positive': 0.092078485}"
4,not daylight we ter rethink bit spend couple day lyin low cave watchin an wha see good do rip head ask hermione sound squeamish,neutral,0.6419535,"{'neutral': 0.6419535, 'negative': 0.2764662, 'positive': 0.08158036}"
4,what oh oh yeah yeah third night karkus kill crept outta cave bin hidin head back inter gully keepin eye skin fer death eater get inside cave go abou sixth one find three giant hidin cave must cramp say ron,neutral,0.6388439,"{'neutral': 0.6388439, 'negative': 0.31188783, 'positive': 0.049268316}"
4,yeah third night karkus kill crept outta cave bin hidin head back inter gully keepin eye skin fer death eater get inside cave go abou sixth one find three giant hidin cave must cramp say ron wasn room ter swing kneazle say hagrid didn attack see ask hermione,neutral,0.5447793,"{'neutral': 0.5447793, 'negative': 0.4337753, 'positive': 0.021445397}"
4,we start impediment jinx ten minute get cushion try stun they divide obediently harry partner neville usual the room soon full intermittent cry impedimenta people freeze minute partner would stare aimlessly around room watch pair work would unfreeze take turn jinx neville improve beyond recognition after harry unfrozen three time row neville join ron hermione could walk around room watch other,neutral,0.8396573,"{'neutral': 0.8396573, 'negative': 0.10576479, 'positive': 0.05457786}"
4,dumbledore rummaging cupboard behind harry ron he emerge carry blacken old kettle place carefully upon desk he raise wand murmur portus moment kettle tremble glow odd blue light quiver rest solidly black ever dumbledore march another portrait time cleverlooke wizard pointed beard paint wear slytherin color green silver apparently sleep deeply could hear dumbledore voice attempt rouse phinea,neutral,0.89336187,"{'neutral': 0.89336187, 'positive': 0.089684084, 'negative': 0.016954012}"
4,the twin glare sirius another minute take seat either side ginny that right say sirius encouragingly come let let drink wait accio butterbeer he raise wand speak half dozen bottle came fly toward pantry skid along table scatter debris sirius meal stop neatly front six they drink sound crackle kitchen fire soft thud bottle table,neutral,0.803416,"{'neutral': 0.803416, 'positive': 0.16496637, 'negative': 0.03161761}"
4,how become snake perhaps animagus no would know perhaps voldemort animagus,neutral,0.6897215,"{'neutral': 0.6897215, 'negative': 0.28618756, 'positive': 0.024090882}"
4,perhaps animagus no would know perhaps voldemort animagus yes think harry would fit would turn snake course possess transform that still explain come I get london back bed space five minute though,neutral,0.8653444,"{'neutral': 0.8653444, 'positive': 0.09884908, 'negative': 0.035806555}"
4,they look one another rather hopelessly follow lockhart healer along corridor let stay long ron say quietly the healer point wand door janus thickey ward mutter alohomora the door swung open lead way inside keep firm grasp gilderoy arm settle armchair beside bed this longterm resident ward inform harry ron hermione ginny low voice for permanent spell damage know,neutral,0.65388167,"{'neutral': 0.65388167, 'negative': 0.31843576, 'positive': 0.02768259}"
4,you find similar power need brace legilimen snape strike harry ready harry even begin summon force resistance office swam front eye vanish image image racing mind like flicker film vivid blind surrounding,neutral,0.8786329,"{'neutral': 0.8786329, 'positive': 0.08209705, 'negative': 0.039269943}"
4,harry try empty mind try think remember feel let go count three one two three legilimen a great black dragon rear front his father mother wave enchanted mirror,neutral,0.7706153,"{'neutral': 0.7706153, 'positive': 0.20454398, 'negative': 0.02484068}"
4,we shall try get ready legilimen he watch uncle vernon hammering letter box shut a hundred dementor drift across lake ground toward,neutral,0.86242086,"{'neutral': 0.86242086, 'positive': 0.07716574, 'negative': 0.060413364}"
4,st mungo hospital promise full inquiry last night ministry magic worker broderick bode 49 discover dead bed strangle pottedplant healer call scene unable revive mr bode injure workplace accident week prior death healer miriam strout charge mr bode ward time incident suspend full pay unavailable comment yesterday spokeswizard hospital say statement st mungo deeply regret death mr,negative,0.6831581,"{'negative': 0.6831581, 'neutral': 0.30514914, 'positive': 0.011692835}"
4,healer miriam strout charge mr bode ward time incident suspend full pay unavailable comment yesterday spokeswizard hospital say statement st mungo deeply regret death mr bode whose health improve steadily prior tragic accident we strict guideline decoration permit ward appear healer strout busy christmas period overlook danger plant mr bode bedside table as speech mobility improve healer strout encourage mr,negative,0.65523374,"{'negative': 0.65523374, 'neutral': 0.32510537, 'positive': 0.019660912}"
4,I suppose free well yes say hermione calmly take sip drink otherwise well know I inform authority unregistere animagus of course prophet might give rather lot insider account life azkaban,neutral,0.8271535,"{'neutral': 0.8271535, 'positive': 0.107410915, 'negative': 0.065435566}"
4,he raise wand one two three legilimen a hundred dementor swoop toward harry across lake ground he screw face concentration,neutral,0.7995589,"{'neutral': 0.7995589, 'negative': 0.13928416, 'positive': 0.061156947}"
4,and somehow snape grow clear dementor grow fainter harry raise wand protego snape stagger wand fly upward away harry suddenly harry mind teem memory hooknose man shout cower woman small darkhaired boy cry corner a greasyhaired teenager sit alone dark bedroom point wand ceiling shooting fly,neutral,0.85307974,"{'neutral': 0.85307974, 'positive': 0.092816286, 'negative': 0.054104015}"
4,the back harry robe damp one jar behind broken fall pickle slimy thing within swirl drain potion reparo hiss snape jar seal well potter certainly improvement pant slightly snape straighten pensieve store thought start lesson almost though check still,neutral,0.86844057,"{'neutral': 0.86844057, 'positive': 0.06635672, 'negative': 0.065202646}"
4,on count three say snape raising wand one two harry time gather together attempt clear mind snape already cry legilimen he hurtle along corridor toward department mystery past blank stone wall past torch plain black door grow ever large move fast go collide foot could see chink faint blue light the door fly open,neutral,0.8586045,"{'neutral': 0.8586045, 'positive': 0.10060781, 'negative': 0.0407877}"
4,professor sprout came hurry forward crowd grab professor trelawney arm together guide past umbridge marble stairs professor flitwick go scurry wand hold squeak locomotor trunks professor trelawney luggage rise air proceed staircase professor flitwick bring rear professor umbridge stand stockstill stare dumbledore continued smile benignly and say whisper nevertheless carry around entrance hall go I appoint new divination teacher need lodging,neutral,0.8577364,"{'neutral': 0.8577364, 'positive': 0.124628484, 'negative': 0.017635036}"
4,rocket long tail brilliant silver star ricochet wall sparkler writing swearword midair accord firecracker explode like mine everywhere harry look instead burn fade sight fizzling halt pyrotechnical miracle seem gain energy momentum long watch filch umbridge standing apparently transfix horror halfway stair as harry watch one large catherine wheel seem decide need room maneuver whirl toward umbridge filch sinister wheeeeeeeeee,neutral,0.7453247,"{'neutral': 0.7453247, 'positive': 0.19073968, 'negative': 0.063935615}"
4,meanwhile several dragon large purple bat smoking ominously take advantage open door end corridor escape toward second floor hurry filch hurry shriek umbridge they school unless something stupefy a jet red light shot end wand hit one rocket instead freeze midair explode force blast hole paint soppylooke witch middle meadow run time reappear second later squashed painting next door couple wizard play card stand hastily make room,neutral,0.77625936,"{'neutral': 0.77625936, 'negative': 0.17093153, 'positive': 0.052809108}"
4,that mean stebbin please remain seat I collect parchment accio more hundred roll parchment zoomed air professor flitwick outstretche arm knock backward foot several people laugh,neutral,0.75293523,"{'neutral': 0.75293523, 'negative': 0.13292395, 'positive': 0.11414089}"
4,wormtail look sirius james snape look avid anticipation face all right snivellus say james loudly snape react fast though expect attack drop bag plunge hand inside robe wand halfway air james shout expelliarmus snape wand fly twelve foot air fall little thud grass behind sirius let bark laughter,neutral,0.63373804,"{'neutral': 0.63373804, 'positive': 0.35224274, 'negative': 0.014019238}"
